avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,complete,eval_mask_area,failure_flag,failure_note,final_mask_area,fixed_eval_mask_area,inside_blue_ratio,inside_mask_l1,inside_mask_psnr,inside_mask_rmse,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_mask_l1,outside_mask_l1_excess_preserve_error,outside_mask_l1_preserve_floor,outside_mask_psnr,outside_mask_rmse,outside_mask_rmse_excess_preserve_error,outside_mask_rmse_preserve_floor,peak_gpu_memory_gb,preserve_floor_available,preserve_floor_key,preserve_floor_method,result_image,run,runtime_seconds,seed,source_image,source_l1,source_l1_excess_preserve_error,source_l1_preserve_floor,source_prompt,source_psnr,source_rmse,source_rmse_excess_preserve_error,source_rmse_preserve_floor,source_ssim,source_ssim_loss,source_ssim_loss_excess_preserve_error,source_ssim_loss_preserve_floor,source_ssim_luma,source_ssim_luma_loss,source_ssim_luma_loss_excess_preserve_error,source_ssim_luma_loss_preserve_floor,target_prompt,task
1.0,0.9280055165290833,1.0000000173846881,0.9280055090785027,-0.48706963285803795,-1.4918252423020325e-05,46.11226121584574,0.015625,0.026395091069086146,20.71551712354024,True,0.06027948288690476,,,0.015625,0.06027948288690476,0.3174541947926712,0.05754999816417694,19.86907280999327,0.10151877287231678,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,93.04385375976562,0.08544035255908966,48.33605194091797,support_v3_controller_rmsgap,DeCE-RF,,0.05584944784641266,-0.025653667747974396,0.08150311559438705,19.72683184847842,0.10319494111751418,-0.012166541907405903,0.11536148302492008,13.382582664489746,True,cat_crown/seed_10,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap/seed_10/result.png,cat_crown/support_v3_controller_rmsgap/seed_10,45.79900091001764,10,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.055951960384845734,-0.026474080979824066,0.0824260413646698,A photo of a cat sitting in grass.,19.735275275096306,0.10309467556177469,-0.012733456482009825,0.11582813204378452,0.8752980526969425,0.1247019473030575,-0.3631443505988925,0.48784629790195,0.8752980526969425,0.1247019473030575,-0.3631443505988925,0.48784629790195,"A photo of the same cat sitting in the same grass, wearing a small golden crown centered on top of its head between the ears.",cat_crown
1.0,0.9251640637715658,1.0000000149011612,0.9251640563209852,-0.4811501068373521,-0.00026198737858370197,52.10152769088745,0.02566964365541935,0.02655175531981513,20.965964476267498,True,0.06027948288690476,,,0.02566964365541935,0.06027948288690476,0.3188042430086789,0.05756701901555061,19.872182179700566,0.10148243774520835,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,111.37157440185547,0.08434727787971497,48.056922912597656,support_v3_controller_rmsgap,DeCE-RF,,0.057013120502233505,-0.02448999509215355,0.08150311559438705,19.54686868720467,0.10535534307014036,-0.010006139954779725,0.11536148302492008,13.255289554595947,True,cat_crown/seed_11,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap/seed_11/result.png,cat_crown/support_v3_controller_rmsgap/seed_11,128.13554282812402,11,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.05704651027917862,-0.02537953108549118,0.0824260413646698,A photo of a cat sitting in grass.,19.56580264025462,0.10512593415471219,-0.010702197889072326,0.11582813204378452,0.8737082551847591,0.12629174481524086,-0.36155455308670914,0.48784629790195,0.8737082551847591,0.12629174481524086,-0.36155455308670914,0.48784629790195,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9250591124097506,1.0000000099341075,0.9250590999921163,-0.48148030415177345,-0.0003335764001045997,51.118948658307396,0.02566964365541935,0.026571409640988957,20.9822332461675,True,0.06027948288690476,,,0.02566964365541935,0.06027948288690476,0.31774349083895853,0.05758516862988472,19.869152479429463,0.10151784171769214,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,106.23957824707031,0.08434727787971497,48.056922912597656,support_v3_controller_rmsgap,DeCE-RF,,0.05680606886744499,-0.024697046726942062,0.08150311559438705,19.584987126636243,0.1048939991957632,-0.010467483829156882,0.11536148302492008,13.255289554595947,True,cat_crown/seed_12,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap/seed_12/result.png,cat_crown/support_v3_controller_rmsgap/seed_12,84.28995084087364,12,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.0568530336022377,-0.0255730077624321,0.0824260413646698,A photo of a cat sitting in grass.,19.601599749563075,0.10469357077945493,-0.011134561264329587,0.11582813204378452,0.8747055501872241,0.12529444981277593,-0.36255184808917407,0.48784629790195,0.8747055501872241,0.12529444981277593,-0.36255184808917407,0.48784629790195,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9285126229127248,1.0000000074505806,0.9285126104950905,-0.42366763452688855,-0.0004189906114030843,50.29681799809138,0.02566964365541935,0.029078877967549488,11.69955595334371,True,0.06027948288690476,,,0.02566964365541935,0.06027948288690476,0.314175506268081,0.05770403891801834,19.88040957647761,0.10138635766485528,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,121.8409423828125,0.08434727787971497,17.948619842529297,support_v3_fixed,Fixed DeCE displacement,,0.05782964825630188,-0.023673467338085175,0.08150311559438705,19.41240292528409,0.10699903323503282,-0.00836244978988726,0.11536148302492008,13.380579948425293,True,cat_crown/seed_10,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_10/result.png,cat_crown/support_v3_fixed/seed_10,95.37233806797303,10,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.05782207474112511,-0.024603966623544693,0.0824260413646698,A photo of a cat sitting in grass.,19.439229964792414,0.10666906829858465,-0.009159063745199869,0.11582813204378452,0.8714406851372616,0.12855931486273842,-0.3592869830392116,0.48784629790195,0.8714406851372616,0.12855931486273842,-0.3592869830392116,0.48784629790195,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9287576327721278,1.0000000223517418,0.9287576451897621,-0.42384908596674603,-0.00036537021863599267,50.17795976003011,0.02566964365541935,0.02903224999802963,11.685515801111857,True,0.06027948288690476,,,0.02566964365541935,0.06027948288690476,0.3146576663452266,0.05768437311053276,19.881259188249626,0.10137644102604591,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,122.48226928710938,0.08434727787971497,17.948619842529297,support_v3_fixed,Fixed DeCE displacement,,0.05765778198838234,-0.023845333606004715,0.08150311559438705,19.444843320910596,0.10660015445644584,-0.008761328568474239,0.11536148302492008,13.380579948425293,True,cat_crown/seed_11,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_11/result.png,cat_crown/support_v3_fixed/seed_11,87.53777218400501,11,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.05765938386321068,-0.02476665750145912,0.0824260413646698,A photo of a cat sitting in grass.,19.469943887863003,0.10629254499097703,-0.009535587052807493,0.11582813204378452,0.8716616177346147,0.1283383822653853,-0.3595079156365647,0.48784629790195,0.8716616177346147,0.1283383822653853,-0.3595079156365647,0.48784629790195,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9284632429480553,1.000000037252903,0.9284632603327433,-0.423172514885664,-0.00037990045863504446,50.11942501862844,0.02566964365541935,0.02912614117182481,11.712763150533041,True,0.06027948288690476,,,0.02566964365541935,0.06027948288690476,0.31436837029893927,0.05772029608488083,19.879840244649742,0.10139300342879398,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,122.55848693847656,0.08434727787971497,17.948619842529297,support_v3_fixed,Fixed DeCE displacement,,0.057838596403598785,-0.02366451919078827,0.08150311559438705,19.4092997222521,0.10703726755058168,-0.008324215474338398,0.11536148302492008,13.380579948425293,True,cat_crown/seed_12,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_12/result.png,cat_crown/support_v3_fixed/seed_12,96.8405449250713,12,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.05783146619796753,-0.02459457516670227,0.0824260413646698,A photo of a cat sitting in grass.,19.436264549658205,0.10670549197943507,-0.009122640064349444,0.11582813204378452,0.8713400799849768,0.12865992001502324,-0.35918637788692676,0.48784629790195,0.8713400799849768,0.12865992001502324,-0.35918637788692676,0.48784629790195,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9474621588985125,1.0000000049670537,0.94746216883262,-0.4153921653827031,-0.0009748617270209555,36.15170876185099,0.0223214291036129,0.015211499470751733,26.081756631533306,True,0.05857049851190476,,,0.0223214291036129,0.05857049851190476,0.26647479158396187,0.07072977721691132,19.128217684746577,0.11055773068428018,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/pillow_vertical_fabric_strip_eval_mask.png,fixed_eval_mask,1.0,73.49868774414062,0.04958474636077881,53.90850830078125,support_v3_controller_rmsgap,DeCE-RF,,0.021486720070242882,-0.02365039847791195,0.04513711854815483,28.059883888961235,0.039537190527640216,-0.02629469352418006,0.06583188405182028,12.228387355804443,True,pillow_vertical_fabric_strip/seed_10,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/pillow_vertical_fabric_strip/support_v3_controller_rmsgap/seed_10/result.png,pillow_vertical_fabric_strip/support_v3_controller_rmsgap/seed_10,58.547875656047836,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,0.024370908737182617,-0.02149055153131485,0.04586146026849747,"A cozy living room photo with a plain grey pillow on a sofa, soft natural light, and a simple home interior.",26.600439396150968,0.046771148040373973,-0.019494173260095997,0.06626532130046997,0.9717827424823168,0.028217257517683225,-0.38208289618009017,0.4103001536977734,0.9717827424823168,0.028217257517683225,-0.38208289618009017,0.4103001536977734,"A photo of the same plain grey pillow with one vertical glossy blue silk strip sewn down the center of the pillow surface, tucked naturally into the top pillow seam with soft satin highlights and smooth silk texture, while the pillow shape, sofa, table, wall, and background remain unchanged.",pillow_vertical_fabric_strip
1.0,0.947803313533465,1.0000000049670537,0.9478033110499382,-0.4154829482237498,-0.0009809809250782564,36.468097964922585,0.0223214291036129,0.015191936974588316,26.053364753723145,True,0.05857049851190476,,,0.0223214291036129,0.05857049851190476,0.2672687574434299,0.08853744715452194,16.739559248611748,0.1455532937367298,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/pillow_vertical_fabric_strip_eval_mask.png,fixed_eval_mask,1.0,71.72480773925781,0.04958474636077881,53.90850830078125,support_v3_controller_rmsgap,DeCE-RF,,0.022112639620900154,-0.023024478927254677,0.04513711854815483,27.27247260110041,0.043288882028936375,-0.022543002022883903,0.06583188405182028,12.228387355804443,True,pillow_vertical_fabric_strip/seed_11,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/pillow_vertical_fabric_strip/support_v3_controller_rmsgap/seed_11/result.png,pillow_vertical_fabric_strip/support_v3_controller_rmsgap/seed_11,58.73954773193691,11,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,0.026003172621130943,-0.019858287647366524,0.04586146026849747,"A cozy living room photo with a plain grey pillow on a sofa, soft natural light, and a simple home interior.",25.2215103901576,0.05481816332772473,-0.011447157972745238,0.06626532130046997,0.971893548768281,0.028106451231718954,-0.38219370246605444,0.4103001536977734,0.971893548768281,0.028106451231718954,-0.38219370246605444,0.4103001536977734,"A photo of the same plain grey pillow with one vertical glossy blue silk strip sewn down the center of the pillow surface, tucked naturally into the top pillow seam with soft satin highlights and smooth silk texture, while the pillow shape, sofa, table, wall, and background remain unchanged.",pillow_vertical_fabric_strip
1.0,0.9468702798088392,1.0000000124176343,0.9468702500065168,-0.415239201237758,-0.0009449502816399521,36.16940852006277,0.0223214291036129,0.01521774355933303,26.1019465525945,True,0.05857049851190476,,,0.0223214291036129,0.05857049851190476,0.2669710202461294,0.06915857642889023,19.39769377423871,0.10718038464443283,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/pillow_vertical_fabric_strip_eval_mask.png,fixed_eval_mask,1.0,67.57296752929688,0.04958474636077881,53.90850830078125,support_v3_controller_rmsgap,DeCE-RF,,0.021464720368385315,-0.023672398179769516,0.04513711854815483,28.098606500770728,0.03936132187541124,-0.026470562176409036,0.06583188405182028,12.228387355804443,True,pillow_vertical_fabric_strip/seed_12,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/pillow_vertical_fabric_strip/support_v3_controller_rmsgap/seed_12/result.png,pillow_vertical_fabric_strip/support_v3_controller_rmsgap/seed_12,58.822212211904116,12,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,0.024258170276880264,-0.021603289991617203,0.04586146026849747,"A cozy living room photo with a plain grey pillow on a sofa, soft natural light, and a simple home interior.",26.713338190589084,0.0461671526627195,-0.02009816863775047,0.06626532130046997,0.9718178365322545,0.02818216346774549,-0.3821179902300279,0.4103001536977734,0.9718178365322545,0.02818216346774549,-0.3821179902300279,0.4103001536977734,"A photo of the same plain grey pillow with one vertical glossy blue silk strip sewn down the center of the pillow surface, tucked naturally into the top pillow seam with soft satin highlights and smooth silk texture, while the pillow shape, sofa, table, wall, and background remain unchanged.",pillow_vertical_fabric_strip
1.0,0.9471501981218656,1.0,0.947150227924188,-0.4041968683401744,-0.0010441254307806958,35.81623589992523,0.0223214291036129,0.015515497158048674,17.23776312669118,True,0.05857049851190476,,,0.0223214291036129,0.05857049851190476,0.23749503771337832,0.07031774520874023,19.11120535750939,0.110774483083973,/cluster/users/grad/2025/25t8103/project/experiments/support_v3_2026-06-02/normalized_512/eval_masks/pillow_vertical_fabric_strip_eval_mask.png,fixed_eval_mask,1.0,72.69795989990234,0.04958474636077881,26.763042449951172,support_v3_fixed,Fixed DeCE displacement,,0.02159186638891697,-0.02354525215923786,0.04513711854815483,27.940549452279015,0.04008413603899455,-0.025747748012825727,0.06583188405182028,12.228387355804443,True,pillow_vertical_fabric_strip/seed_10,base_only,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/pillow_vertical_fabric_strip/support_v3_fixed/seed_10/result.png,pillow_vertical_fabric_strip/support_v3_fixed/seed_10,34.7438023770228,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,0.02444576285779476,-0.021415697410702705,0.04586146026849747,"A cozy living room photo with a plain grey pillow on a sofa, soft natural light, and a simple home interior.",26.514326778380948,0.04723714717370202,-0.019028174126767952,0.06626532130046997,0.9719751139219344,0.028024886078065636,-0.38227526761970776,0.4103001536977734,0.9719751139219344,0.028024886078065636,-0.38227526761970776,0.4103001536977734,"A photo of the same plain grey pillow with one vertical glossy blue silk strip sewn down the center of the pillow surface, tucked naturally into the top pillow seam with soft satin highlights and smooth silk texture, while the pillow shape, sofa, table, wall, and background remain unchanged.",pillow_vertical_fabric_strip
