base_method,clip_source_score,clip_target_minus_source,clip_target_score,complete,condition,edit_scale,eval_mask_area,family,final_mask_area,inside_mask_l1,local_clip_source_score,local_clip_target_minus_source,local_clip_target_score,local_crop_box,lpips_full,lpips_outside,mask_path,method,missing,outside_mask_l1,perturbation,result_image,runtime_seconds,seed,source_image,source_l1,source_prompt,source_ssim_luma,ssim_loss,target_prompt,task
support_v3_fixed,0.2672165036201477,0.07291269302368164,0.34012919664382935,True,150,1.5,0.03527250744047619,edit_strength,0.02566964365541935,0.2490067034959793,0.2047998309135437,0.07950696349143982,0.2843067944049835,"162,0,342,102",0.10827276110649109,0.09173285216093063,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit150/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_edit150,,0.055349696427583694,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit150/seed_11/result.png,80.52277086302638,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.062180470675230026,A photo of a cat sitting in grass.,0.8565548202818642,0.14344517971813575,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.2569483816623688,0.08854267001152039,0.34549105167388916,True,150,1.5,0.03527250744047619,edit_strength,0.02566964365541935,0.24196967482566833,0.21149252355098724,0.0751984566450119,0.28669098019599915,"162,0,342,102",0.1085360199213028,0.09165745228528976,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit150/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_edit150,,0.05534515902400017,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit150/seed_12/result.png,93.54746729298495,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06192787364125252,A photo of a cat sitting in grass.,0.8566509680860938,0.14334903191390624,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24570785462856293,0.09826229512691498,0.3439701497554779,True,200,2.0,0.03527250744047619,edit_strength,0.02566964365541935,0.24192914366722107,0.1992150992155075,0.0963866263628006,0.2956017255783081,"162,0,342,102",0.10975231230258942,0.09086959064006805,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit200/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit200,,0.05535094067454338,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit200/seed_10/result.png,76.90081268898211,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.061932023614645004,A photo of a cat sitting in grass.,0.8550554842747383,0.14494451572526168,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24483327567577362,0.09734593331813812,0.34217920899391174,True,200,2.0,0.03527250744047619,edit_strength,0.02566964365541935,0.23440809547901154,0.18118824064731598,0.11071117222309113,0.2918994128704071,"162,0,342,102",0.10990612953901291,0.0911966860294342,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit200/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_edit200,,0.05539732426404953,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit200/seed_11/result.png,85.49948320898693,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06171148270368576,A photo of a cat sitting in grass.,0.856641579268788,0.14335842073121197,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24300013482570648,0.09600816667079926,0.33900830149650574,True,200,2.0,0.03527250744047619,edit_strength,0.02566964365541935,0.23451879620552063,0.1897636502981186,0.1091843694448471,0.2989480197429657,"162,0,342,102",0.11036845296621323,0.09137526154518127,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit200/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_edit200,,0.05540815368294716,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_edit200/seed_12/result.png,71.30604892608244,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06172584369778633,A photo of a cat sitting in grass.,0.8564284400664315,0.14357155993356852,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24721944332122803,0.0900793969631195,0.33729884028434753,True,boundary_noise,,0.03527250744047619,support_perturb,0.02566964365541935,0.16341829299926758,0.18756160140037537,0.10941043496131897,0.29697203636169434,"162,0,342,102",0.09517283737659454,0.07804135978221893,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_boundary_noise/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_boundary_noise,,0.05373978987336159,boundary_noise,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_boundary_noise/seed_10/result.png,72.78804673196282,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05760841444134712,A photo of a cat sitting in grass.,0.8715514100145377,0.12844858998546227,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24975936114788055,0.09079007804393768,0.34054943919181824,True,boundary_noise,,0.03527250744047619,support_perturb,0.0252976194024086,0.16008655726909637,0.17952661216259003,0.11266113817691803,0.29218775033950806,"162,0,342,102",0.0949644073843956,0.07807108014822006,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_boundary_noise/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_boundary_noise,,0.053718727082014084,boundary_noise,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_boundary_noise/seed_11/result.png,77.45176153699867,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05747058987617493,A photo of a cat sitting in grass.,0.8723267652691177,0.12767323473088232,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24565772712230682,0.09192530810832977,0.3375830352306366,True,boundary_noise,,0.03527250744047619,support_perturb,0.02566964365541935,0.16670586168766022,0.19020527601242065,0.1105118989944458,0.30071717500686646,"162,0,342,102",0.09637750685214996,0.07815635949373245,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_boundary_noise/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_boundary_noise,,0.05377785488963127,boundary_noise,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_boundary_noise/seed_12/result.png,75.06901022803504,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.057761117815971375,A photo of a cat sitting in grass.,0.8711563971446705,0.12884360285532948,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.2423212230205536,0.10226792097091675,0.34458914399147034,True,dilate,,0.03527250744047619,support_perturb,0.0472470261156559,0.27845701575279236,0.17056870460510254,0.12806007266044617,0.2986287772655487,"162,0,342,102",0.12862762808799744,0.11582347750663757,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_dilate/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_dilate,,0.058750201016664505,dilate,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_dilate/seed_10/result.png,77.43864891503472,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06649979203939438,A photo of a cat sitting in grass.,0.8374897298938491,0.16251027010615093,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.242134228348732,0.09893201291561127,0.34106624126434326,True,dilate,,0.03527250744047619,support_perturb,0.0472470261156559,0.2811383903026581,0.17587673664093018,0.12778085470199585,0.303657591342926,"162,0,342,102",0.12757036089897156,0.11635740101337433,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_dilate/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_dilate,,0.058856233954429626,dilate,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_dilate/seed_11/result.png,80.00063229398802,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06669668108224869,A photo of a cat sitting in grass.,0.8338396707296213,0.16616032927037871,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24185067415237427,0.10121256113052368,0.34306323528289795,True,dilate,,0.03527250744047619,support_perturb,0.0472470261156559,0.27339714765548706,0.1627967804670334,0.12906207144260406,0.29185885190963745,"162,0,342,102",0.12828171253204346,0.11580716818571091,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_dilate/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_dilate,,0.05870548635721207,dilate,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_dilate/seed_12/result.png,84.61107042001095,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06627818197011948,A photo of a cat sitting in grass.,0.8381463429563952,0.16185365704360477,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.2442915439605713,0.09193524718284607,0.33622679114341736,True,erode,,0.03527250744047619,support_perturb,0.01711309514939785,0.12057487666606903,0.17247244715690613,0.12228581309318542,0.29475826025009155,"162,0,342,102",0.09154756367206573,0.07677266001701355,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_erode/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_erode,,0.053679853677749634,erode,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_erode/seed_10/result.png,69.7852720390074,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05603940039873123,A photo of a cat sitting in grass.,0.8772495973848256,0.12275040261517445,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24648067355155945,0.09130388498306274,0.3377845585346222,True,erode,,0.03527250744047619,support_perturb,0.01711309514939785,0.11997664719820023,0.1718398481607437,0.11863286793231964,0.29047271609306335,"162,0,342,102",0.09078729152679443,0.07670240104198456,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_erode/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_erode,,0.053679708391427994,erode,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_erode/seed_11/result.png,88.70029201300349,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.056018173694610596,A photo of a cat sitting in grass.,0.8772741085201314,0.12272589147986857,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24463163316249847,0.09287182986736298,0.33750346302986145,True,erode,,0.03527250744047619,support_perturb,0.01711309514939785,0.11874765902757645,0.17419710755348206,0.12096366286277771,0.29516077041625977,"162,0,342,102",0.09170761704444885,0.07684408128261566,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_erode/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_erode,,0.053694404661655426,erode,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_erode/seed_12/result.png,65.47540398396086,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.055988993495702744,A photo of a cat sitting in grass.,0.8774613781714757,0.12253862182852426,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.2477068454027176,0.09384627640247345,0.34155312180519104,True,holes,,0.03527250744047619,support_perturb,0.01897321455180645,0.137295201420784,0.17568953335285187,0.10711453855037689,0.28280407190322876,"162,0,342,102",0.09341993182897568,0.075880266726017,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_holes/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_holes,,0.053678058087825775,holes,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_holes/seed_10/result.png,64.23164468305185,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05662744119763374,A photo of a cat sitting in grass.,0.8748050767986489,0.12519492320135106,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.25234925746917725,0.09052994847297668,0.34287920594215393,True,holes,,0.03527250744047619,support_perturb,0.0215773805975914,0.13610023260116577,0.17984482645988464,0.11015704274177551,0.29000186920166016,"162,0,342,102",0.09359240531921387,0.0780700296163559,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_holes/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_holes,,0.05369960889220238,holes,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_holes/seed_11/result.png,81.48728617408779,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05660608783364296,A photo of a cat sitting in grass.,0.8748344321242026,0.12516556787579736,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.24498401582241058,0.09232883155345917,0.33731284737586975,True,holes,,0.03527250744047619,support_perturb,0.02083333395421505,0.1373477578163147,0.18167345225811005,0.10092626512050629,0.28259971737861633,"162,0,342,102",0.09536315500736237,0.07728041708469391,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_holes/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_holes,,0.053666189312934875,holes,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_holes/seed_12/result.png,75.29845634708181,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.0566178523004055,A photo of a cat sitting in grass.,0.8761388587645575,0.12386114123544245,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.2355605810880661,0.10900767147541046,0.34456825256347656,True,shift,,0.03527250744047619,support_perturb,0.02566964365541935,0.1584486961364746,0.18165750801563263,0.119908407330513,0.30156591534614563,"162,0,342,102",0.10126415640115738,0.08841418474912643,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_shift/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_shift,,0.05504774674773216,shift,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_shift/seed_10/result.png,71.47342130495235,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.058694951236248016,A photo of a cat sitting in grass.,0.8649806155846361,0.13501938441536387,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.23434215784072876,0.10866904258728027,0.34301120042800903,True,shift,,0.03527250744047619,support_perturb,0.02566964365541935,0.1590021252632141,0.18180221319198608,0.11729806661605835,0.29910027980804443,"162,0,342,102",0.09933921694755554,0.08722268790006638,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_shift/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_shift,,0.05481133610010147,shift,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_shift/seed_11/result.png,72.55911492998712,11,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05848640948534012,A photo of a cat sitting in grass.,0.8658686395567871,0.13413136044321294,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_fixed,0.23434841632843018,0.10912203788757324,0.3434704542160034,True,shift,,0.03527250744047619,support_perturb,0.02566964365541935,0.15843039751052856,0.18499934673309326,0.11597764492034912,0.3009769916534424,"162,0,342,102",0.09895583242177963,0.08705046772956848,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_shift/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_shift,,0.05473805218935013,shift,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/cat_crown/support_v3_fixed_pert_shift/seed_12/result.png,89.03998158499599,12,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05839553475379944,A photo of a cat sitting in grass.,0.8666476658480673,0.1333523341519327,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
support_v3_controller_rmsgap,0.25985315442085266,0.10065054893493652,0.3605037033557892,True,baseline,,0.0617236328125,baseline,0.04906249791383743,0.18273550271987915,0.2584863603115082,0.0973876416683197,0.3558740019798279,"85,101,339,311",0.1651425063610077,0.11659613996744156,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap,,0.045777298510074615,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_10/result.png,54.893409098964185,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05423085018992424,A front-facing portrait of a dog in snow.,0.9034068757685725,0.09659312423142752,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.26036015152931213,0.10048902034759521,0.36084917187690735,True,baseline,,0.0617236328125,baseline,0.04906249791383743,0.1830780953168869,0.26006442308425903,0.09672519564628601,0.35678961873054504,"85,101,339,311",0.1652056872844696,0.1165129542350769,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap,,0.04577269405126572,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_11/result.png,55.82576166198123,11,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.054247673600912094,A front-facing portrait of a dog in snow.,0.9032571962567071,0.09674280374329292,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.2603372633457184,0.1002301573753357,0.3605674207210541,True,baseline,,0.0617236328125,baseline,0.04906249791383743,0.1839882880449295,0.2601183354854584,0.0968792736530304,0.35699760913848877,"85,101,339,311",0.16574084758758545,0.11652134358882904,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap,,0.045778244733810425,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_12/result.png,53.02963445102796,12,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05430908128619194,A front-facing portrait of a dog in snow.,0.9029939126281519,0.09700608737184813,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.25488021969795227,0.09471014142036438,0.34959036111831665,True,050,0.5,0.0617236328125,edit_strength,0.04906249791383743,0.17015014588832855,0.2393759787082672,0.09652978181838989,0.3359057605266571,"85,101,339,311",0.1600218415260315,0.11566528677940369,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit050/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit050,,0.04544183239340782,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit050/seed_10/result.png,50.63840620301198,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.053139276802539825,A front-facing portrait of a dog in snow.,0.9076416906521687,0.09235830934783129,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.2552415132522583,0.09460636973381042,0.3498478829860687,True,050,0.5,0.0617236328125,edit_strength,0.04906249791383743,0.16993360221385956,0.23925058543682098,0.09607402980327606,0.33532461524009705,"85,101,339,311",0.15996548533439636,0.11560805141925812,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit050/seed_11/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit050,,0.045440252870321274,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit050/seed_11/result.png,50.271396350930445,11,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05312443524599075,A front-facing portrait of a dog in snow.,0.9077328885079992,0.09226711149200084,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.2590702474117279,0.09378740191459656,0.35285764932632446,True,050,0.5,0.0617236328125,edit_strength,0.04906249791383743,0.16879084706306458,0.23604243993759155,0.09701526165008545,0.333057701587677,"85,101,339,311",0.16092023253440857,0.11562611162662506,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit050/seed_12/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit050,,0.04543999210000038,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit050/seed_12/result.png,48.28541661298368,12,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05305365100502968,A front-facing portrait of a dog in snow.,0.907954711623935,0.09204528837606496,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.2566298544406891,0.0957750678062439,0.352404922246933,True,075,0.75,0.0617236328125,edit_strength,0.04906249791383743,0.17274674773216248,0.2557648718357086,0.09067952632904053,0.34644439816474915,"85,101,339,311",0.16392242908477783,0.11551905423402786,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit075/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit075,,0.04562023654580116,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit075/seed_10/result.png,63.62258763099089,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05346691608428955,A front-facing portrait of a dog in snow.,0.9068624757320422,0.09313752426795785,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.2560911178588867,0.09714639186859131,0.353237509727478,True,075,0.75,0.0617236328125,edit_strength,0.04906249791383743,0.1735382378101349,0.2559770941734314,0.09120333194732666,0.34718042612075806,"85,101,339,311",0.1639809012413025,0.1155456006526947,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit075/seed_11/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit075,,0.04562066122889519,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit075/seed_11/result.png,72.67239133396652,11,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.053516190499067307,A front-facing portrait of a dog in snow.,0.9066558433897232,0.09334415661027684,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.2619328796863556,0.0969647765159607,0.3588976562023163,True,075,0.75,0.0617236328125,edit_strength,0.04906249791383743,0.17533619701862335,0.25156545639038086,0.0988357663154602,0.35040122270584106,"85,101,339,311",0.16488660871982574,0.11581828445196152,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit075/seed_12/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit075,,0.0456099733710289,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit075/seed_12/result.png,72.88558996492065,12,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05361715331673622,A front-facing portrait of a dog in snow.,0.9058728419231659,0.09412715807683414,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.26469147205352783,0.09912973642349243,0.36382120847702026,True,100,1.0,0.0617236328125,edit_strength,0.04906249791383743,0.18449459969997406,0.26111215353012085,0.09516343474388123,0.3562755882740021,"85,101,339,311",0.1657412201166153,0.1164931207895279,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit100/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit100,,0.0457797534763813,,/home/Wu_25R8111/rf_h_edit_project/outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap_edit100/seed_10/result.png,61.35233194800094,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05434175953269005,A front-facing portrait of a dog in snow.,0.902944294606063,0.09705570539393704,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
