base_method,complete,condition,edit_scale,eval_mask_area,family,final_mask_area,inside_mask_l1,mask_path,method,missing,outside_mask_l1,perturbation,result_image,runtime_seconds,seed,source_image,source_l1,source_prompt,source_ssim_luma,ssim_loss,target_prompt,task
support_v3_controller_rmsgap,True,dilate,,0.04050409226190476,support_perturb,0.0531994067132473,0.1063338965177536,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_dilate/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_dilate,,0.010259201750159264,dilate,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_dilate/seed_10/result.png,51.38338630704675,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.014150619506835938,A minimalist photo of a plain white ceramic mug on a grey background.,0.8174835206452614,0.18251647935473858,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,True,erode,,0.04050409226190476,support_perturb,0.0234375,0.011536396108567715,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_erode/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_erode,,0.006891729775816202,erode,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_erode/seed_10/result.png,53.08838821994141,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.0070798578672111034,A minimalist photo of a plain white ceramic mug on a grey background.,0.9667998665019489,0.033200133498051065,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,True,holes,,0.04050409226190476,support_perturb,0.032738097012043,0.07070735841989517,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_holes/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_holes,,0.007540272548794746,holes,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_holes/seed_10/result.png,50.723965139943175,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01009879820048809,A minimalist photo of a plain white ceramic mug on a grey background.,0.879410112704051,0.120589887295949,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,True,shift,,0.04050409226190476,support_perturb,0.0368303582072258,0.059262510389089584,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_shift/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_shift,,0.008662126027047634,shift,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_shift/seed_10/result.png,47.021221879986115,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010711649432778358,A minimalist photo of a plain white ceramic mug on a grey background.,0.8984597848857648,0.10154021511423517,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07805880159139633,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed,,0.007824107073247433,,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/result.png,51.91234807006549,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01066889800131321,A minimalist photo of a plain white ceramic mug on a grey background.,0.8645987639051997,0.13540123609480026,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07729339599609375,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed,,0.007749737240374088,,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_11/result.png,49.565598658053204,11,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010566539131104946,A minimalist photo of a plain white ceramic mug on a grey background.,0.8656786714716417,0.13432132852835832,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07842274010181427,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed,,0.007826047018170357,,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_12/result.png,51.89538862509653,12,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010685501620173454,A minimalist photo of a plain white ceramic mug on a grey background.,0.8637103001913815,0.1362896998086185,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,050,0.5,0.04050409226190476,edit_strength,0.0368303582072258,0.05911805480718613,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit050/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit050,,0.007531228009611368,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit050/seed_10/result.png,50.918582818005234,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.00962070468813181,A minimalist photo of a plain white ceramic mug on a grey background.,0.9034010593051056,0.09659894069489439,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,075,0.75,0.04050409226190476,edit_strength,0.0368303582072258,0.07120505720376968,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit075/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit075,,0.0076180631294846535,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit075/seed_10/result.png,54.92085831798613,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01019359566271305,A minimalist photo of a plain white ceramic mug on a grey background.,0.8775933403241583,0.12240665967584174,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,100,1.0,0.04050409226190476,edit_strength,0.0368303582072258,0.07819762080907822,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit100/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit100,,0.00781150721013546,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit100/seed_10/result.png,51.22222625208087,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010662434622645378,A minimalist photo of a plain white ceramic mug on a grey background.,0.8643264235489483,0.13567357645105171,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,125,1.25,0.04050409226190476,edit_strength,0.0368303582072258,0.0827375128865242,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit125/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit125,,0.007879113778471947,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit125/seed_10/result.png,50.42256093095057,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.0109111862257123,A minimalist photo of a plain white ceramic mug on a grey background.,0.853479644480844,0.146520355519156,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,150,1.5,0.04050409226190476,edit_strength,0.0368303582072258,0.0855925902724266,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit150/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit150,,0.008052198216319084,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit150/seed_10/result.png,51.926178690977395,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.011192901991307735,A minimalist photo of a plain white ceramic mug on a grey background.,0.8497204424430814,0.15027955755691857,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,boundary_noise,,0.04050409226190476,support_perturb,0.0368303582072258,0.07305759936571121,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_boundary_noise/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_boundary_noise,,0.007737177889794111,boundary_noise,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_boundary_noise/seed_10/result.png,49.98006114095915,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010382919572293758,A minimalist photo of a plain white ceramic mug on a grey background.,0.8759082582496149,0.12409174175038507,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,dilate,,0.04050409226190476,support_perturb,0.0531994067132473,0.10649992525577545,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_dilate/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_dilate,,0.010291368700563908,dilate,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_dilate/seed_10/result.png,51.67944725800771,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.014188209548592567,A minimalist photo of a plain white ceramic mug on a grey background.,0.8181826514973765,0.18181734850262354,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,erode,,0.04050409226190476,support_perturb,0.0234375,0.011746132746338844,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_erode/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_erode,,0.006889314390718937,erode,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_erode/seed_10/result.png,48.78546505700797,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.007086034864187241,A minimalist photo of a plain white ceramic mug on a grey background.,0.9663481767127806,0.033651823287219385,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,holes,,0.04050409226190476,support_perturb,0.032738097012043,0.07122419774532318,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_holes/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_holes,,0.007624778430908918,holes,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_holes/seed_10/result.png,54.49778694298584,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010200814343988895,A minimalist photo of a plain white ceramic mug on a grey background.,0.8813724130917783,0.11862758690822173,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,True,shift,,0.04050409226190476,support_perturb,0.0368303582072258,0.06097059324383736,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_shift/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_shift,,0.00880460161715746,shift,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_shift/seed_10/result.png,46.231468240963295,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010917536914348602,A minimalist photo of a plain white ceramic mug on a grey background.,0.8965733089862243,0.10342669101377566,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
