task,file,page,direct_download,author,source,license_note,note
web_plate_apple,pexels_empty_white_plate_2611817.jpg,https://www.pexels.com/photo/flatlay-photography-of-white-ceramic-bowl-2611817/,https://images.pexels.com/photos/2611817/pexels-photo-2611817.jpeg?auto=compress&cs=tinysrgb&w=1400,Anna Tukhfatullina Food Photographer/Stylist,Pexels,Pexels free-to-use stock photo page; retain page URL for provenance.,empty white plate; add one red apple on the plate
web_vase_flowers,pexels_white_ceramic_vase_36382219.jpg,https://www.pexels.com/photo/minimalist-white-ceramic-vase-on-display-36382219/,https://images.pexels.com/photos/36382219/pexels-photo-36382219.jpeg?auto=compress&cs=tinysrgb&w=1400,Hello McPeter,Pexels,Pexels free-to-use stock photo page; retain page URL for provenance.,minimal white ceramic vase; add yellow flowers in the vase
web_chair_cushion,pexels_empty_chair_room_20027127.jpg,https://www.pexels.com/photo/chair-in-an-empty-room-20027127/,https://images.pexels.com/photos/20027127/pexels-photo-20027127.jpeg?auto=compress&cs=tinysrgb&w=1400,???????? ??????,Pexels,Pexels free-to-use stock photo page; retain page URL for provenance.,single chair in empty room; add red cushion on the chair seat
web_frame_landscape,pexels_blank_frames_7318843.jpg,https://www.pexels.com/photo/blank-frames-on-wooden-table-7318843/,https://images.pexels.com/photos/7318843/pexels-photo-7318843.jpeg?auto=compress&cs=tinysrgb&w=1400,Angela Roma,Pexels,Pexels free-to-use stock photo page; retain page URL for provenance.,blank wooden frames; add landscape picture inside the front frame
