task,method,seed,num_logged_steps,avg_adaptive_edit_progress,avg_adaptive_edit_weight,avg_adaptive_preserve_drift,avg_adaptive_preserve_weight,avg_adaptive_clean_conflict_score,avg_adaptive_projection_norm,avg_adaptive_preserve_clean_correction_norm,max_adaptive_preserve_clean_correction_norm,avg_trajectory_preserve_norm,avg_edit_guidance_norm,avg_rec_guidance_norm
cat_crown,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3685432034544647,50.530774652957916,11.680488387743631
cat_crown,adaptive_full_support_v3_v0,10,24,0.4118439455827077,1.1139534940818947,0.28826893710841733,1.2899705747142438,0.8207544714241521,0.012856429867194189,12.03311955432097,39.2834358215332,0.6343049543599287,49.879490872224174,26.051100095113117
cat_crown,adaptive_full_support_v3_v1,10,24,0.4610378514043987,1.3091602896650636,0.2894561017553012,1.2912846972544991,1.4029891978231415,0.019809438429850463,12.08375545591116,39.2834358215332,0.651844342549642,46.29249374071757,26.15355674425761
dog_sunglasses,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5191114445527395,60.16921091079712,10.537561098734537
dog_sunglasses,adaptive_full_support_v3_v0,10,24,0.3842966373388966,1.0953512756029766,0.23301137269785008,1.163302837746839,8.24070082573841,0.12129101529717445,4.9351017967564985,17.132732391357422,0.5544361742213368,63.39770511786143,16.354133367538452
dog_sunglasses,adaptive_full_support_v3_v1,10,24,0.42809422221034765,1.3613181451956435,0.23379627677301565,1.1653685632472242,10.57600455878613,0.13633674973001084,5.008080929517746,17.132732391357422,0.5730285011231899,54.5687984029452,16.465035041173298
mug_heart,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6140911296630899,39.39957227309545,15.06097928682963
mug_heart,adaptive_full_support_v3_v0,10,24,0.5040813661471475,1.2034405741095544,0.16499420969436565,1.2292773762717848,0.41588541547146934,0.019873076666650984,2.473513938020915,5.305561065673828,0.7015362350891033,39.53495575984319,20.496779203414917
mug_heart,adaptive_full_support_v3_v1,10,24,0.542533136671409,1.257662078738213,0.16581749310716987,1.232648991234601,0.3134689655465384,0.01960787772804906,2.521331478996823,5.305561065673828,0.7173469426731268,34.059481382369995,20.715251803398132
