task,method,seed,avg_adaptive_edit_progress,avg_adaptive_edit_weight,avg_adaptive_preserve_weight,avg_adaptive_preserve_clean_correction_norm,avg_rec_guidance_norm
cat_crown,support_v3_fixed,10,0.0,1.0,1.0,0.0,11.680488387743631
cat_crown,support_v3_controller_rmsgap,10,0.3997247936204076,1.1041634100675584,1.3002670411641402,6.351869560778141,20.97483281294505
cat_crown,support_v3_controller_progress,10,0.4686534395441413,1.3095674936970079,1.301997236721218,6.390897649029891,21.086676836013794
dog_sunglasses,support_v3_fixed,10,0.0,1.0,1.0,0.0,10.537561098734537
dog_sunglasses,support_v3_controller_rmsgap,10,0.4214839357882738,1.1040736566483975,1.1688245375330253,2.5724441756804786,14.33333977063497
dog_sunglasses,support_v3_controller_progress,10,0.4552233489230275,1.3325324868162476,1.1700601185361548,2.5929372484485307,14.356931805610657
mug_heart,support_v3_fixed,10,0.0,1.0,1.0,0.0,15.06097928682963
mug_heart,support_v3_controller_rmsgap,10,0.5037619336314189,1.2031707823773228,1.2301189780235295,1.2429683619411662,19.44970913728078
mug_heart,support_v3_controller_progress,10,0.5395997145678848,1.2629618927836421,1.2329763632267718,1.2630564665887505,19.61740207672119
