avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,clip_source_score,clip_target_minus_source,clip_target_score,complete,eval_mask_area,failure_flag,failure_note,final_mask_area,inside_blue_ratio,inside_mask_l1,mask_path,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,missing,outside_mask_l1,peak_gpu_memory_gb,result_image,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_rmse,source_ssim_luma,target_prompt,task
1.0,0.9291234264771143,1.0000000198682149,0.9291234289606413,-0.4753006175160408,-0.0003596197393562761,30.529376099507015,0.02566964365541935,0.026491815321302663,20.959269205729168,0.2429143786430359,0.10094505548477173,0.3438594341278076,True,0.03527250744047619,,,0.02566964365541935,0.012854317732366513,0.10972723364830017,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit050/seed_10/masks/operation_v3_edit_mask.png,1.0,59.73106384277344,0.0843069776892662,48.03907012939453,support_v3_controller_rmsgap_edit050,,0.054006557911634445,13.379590511322021,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit050/seed_10/result.png,cat_crown/support_v3_controller_rmsgap_edit050/seed_10,50.74774376198184,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.055971965193748474,A photo of a cat sitting in grass.,0.10237172414210241,0.8772696004126964,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9263342420260111,0.9999999900658926,0.9263342047731081,-0.4790850430727005,-0.0002072164356832218,41.28113120794296,0.02566964365541935,0.02657140452841607,20.99051833152771,0.24422307312488556,0.09125779569149017,0.33548086881637573,True,0.03527250744047619,,,0.02566964365541935,0.021259063941990772,0.12647253274917603,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit075/seed_10/masks/operation_v3_edit_mask.png,1.0,78.82128143310547,0.0843069776892662,48.03907012939453,support_v3_controller_rmsgap_edit075,,0.05402559041976929,13.379590511322021,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit075/seed_10/result.png,cat_crown/support_v3_controller_rmsgap_edit075/seed_10,50.45729534304701,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05658097192645073,A photo of a cat sitting in grass.,0.10393104329128494,0.8755243082594315,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9254293789466222,1.0000000223517418,0.9254293739795685,-0.48130253454049426,-0.000274682472384787,51.230339328447975,0.02566964365541935,0.026563282391483273,20.976942539215088,0.2389279156923294,0.10331793129444122,0.34224584698677063,True,0.03527250744047619,,,0.02566964365541935,0.013513513513513514,0.13759872317314148,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit100/seed_10/masks/operation_v3_edit_mask.png,1.0,107.18307495117188,0.0843069776892662,48.03907012939453,support_v3_controller_rmsgap_edit100,,0.05403779447078705,13.379590511322021,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit100/seed_10/result.png,cat_crown/support_v3_controller_rmsgap_edit100/seed_10,48.68899458600208,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05698518827557564,A photo of a cat sitting in grass.,0.10498507289992315,0.873680049205787,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9242052286863327,0.999999980131785,0.9242051839828491,-0.47967973724007607,-0.0004326081680119387,60.05788544813792,0.02566964365541935,0.026614119657703366,21.02116334438324,0.24919068813323975,0.09519118070602417,0.3443818688392639,True,0.03527250744047619,,,0.02566964365541935,0.003131179960448253,0.16072097420692444,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit125/seed_10/masks/operation_v3_edit_mask.png,1.0,117.714111328125,0.0843069776892662,48.03907012939453,support_v3_controller_rmsgap_edit125,,0.054059598594903946,13.379590511322021,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit125/seed_10/result.png,cat_crown/support_v3_controller_rmsgap_edit125/seed_10,52.687522228923626,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05782182887196541,A photo of a cat sitting in grass.,0.10677196969226181,0.8697337463290797,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9222825268904368,1.0000000198682149,0.9222824921210607,-0.4783576304713885,-0.00048422876746675075,68.87302315235138,0.02566964365541935,0.026662903333393235,21.071797211964924,0.2522933781147003,0.0901220440864563,0.3424154222011566,True,0.03527250744047619,,,0.02566964365541935,0.013019116677653262,0.19304914772510529,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit150/seed_10/masks/operation_v3_edit_mask.png,1.0,142.63624572753906,0.0843069776892662,48.03907012939453,support_v3_controller_rmsgap_edit150,,0.054714497178792953,13.379590511322021,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_edit150/seed_10/result.png,cat_crown/support_v3_controller_rmsgap_edit150/seed_10,50.564293800038286,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05959390103816986,A photo of a cat sitting in grass.,0.1098155871816573,0.8630789235722177,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.931045244137446,1.000000002483527,0.9310452565550804,-0.4175023225446542,-0.0003670471020692882,30.76952017347018,0.02566964365541935,0.028777512930294808,11.660730044047037,0.2453146129846573,0.09396199882030487,0.33927661180496216,True,0.03527250744047619,,,0.02566964365541935,0.00922874093605801,0.11503612995147705,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit050/seed_10/masks/operation_v3_edit_mask.png,1.0,58.46623992919922,0.0843069776892662,17.941661834716797,support_v3_fixed_edit050,,0.05382275581359863,13.376965045928955,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit050/seed_10/result.png,cat_crown/support_v3_fixed_edit050/seed_10,48.88815581705421,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05598190054297447,A photo of a cat sitting in grass.,0.1021468654752302,0.8778244637106014,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9268280491232872,1.0000000173846881,0.9268280292550722,-0.42467963447173435,-0.0002969421342034669,41.913676818211876,0.02566964365541935,0.02882211919253071,11.617047309875488,0.24804481863975525,0.09202349185943604,0.3400683104991913,True,0.03527250744047619,,,0.02566964365541935,0.00873434410019776,0.1301681250333786,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit075/seed_10/masks/operation_v3_edit_mask.png,1.0,78.42164611816406,0.0843069776892662,17.941661834716797,support_v3_fixed_edit075,,0.05367448925971985,13.376965045928955,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit075/seed_10/result.png,cat_crown/support_v3_fixed_edit075/seed_10,51.37905885791406,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.056372594088315964,A photo of a cat sitting in grass.,0.10364752589174449,0.8760083597546994,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9285067121187845,1.0000000223517418,0.9285067071517309,-0.4242156421144803,-0.0003423294601816451,50.42392611503601,0.02566964365541935,0.028929966598904382,11.671484788258871,0.24622763693332672,0.09226568043231964,0.33849331736564636,True,0.03527250744047619,,,0.02566964365541935,0.0021423862887277522,0.16457082331180573,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit100/seed_10/masks/operation_v3_edit_mask.png,1.0,123.6092529296875,0.0843069776892662,17.941661834716797,support_v3_fixed_edit100,,0.05374688655138016,13.376965045928955,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit100/seed_10/result.png,cat_crown/support_v3_fixed_edit100/seed_10,50.13679480005521,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05765591934323311,A photo of a cat sitting in grass.,0.10627274129625909,0.8717591266321546,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9262555365761121,0.999999980131785,0.9262555415431658,-0.41737692554791767,-0.0005927687687593183,59.55353927612305,0.02566964365541935,0.02950404821118961,11.970663150151571,0.25157058238983154,0.09170293807983398,0.3432735204696655,True,0.03527250744047619,,,0.02566964365541935,0.0028015820698747526,0.2058737576007843,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit125/seed_10/masks/operation_v3_edit_mask.png,1.0,117.714111328125,0.0843069776892662,17.941661834716797,support_v3_fixed_edit125,,0.0552360974252224,13.376965045928955,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit125/seed_10/result.png,cat_crown/support_v3_fixed_edit125/seed_10,53.2132292779861,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06054946407675743,A photo of a cat sitting in grass.,0.11137369126857849,0.8612208266808193,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9250719944636027,1.0000000223517418,0.925071989496549,-0.4132736325263977,-0.0006584312359336764,72.8307325442632,0.02566964365541935,0.029991100551948573,12.142062187194824,0.2699737846851349,0.06301477551460266,0.33298856019973755,True,0.03527250744047619,,,0.02566964365541935,0.003790375741595254,0.2465163916349411,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit150/seed_10/masks/operation_v3_edit_mask.png,1.0,141.6417236328125,0.0843069776892662,17.941661834716797,support_v3_fixed_edit150,,0.055334579199552536,13.376965045928955,outputs/pretty_matrix/cat_crown/support_v3_fixed_edit150/seed_10/result.png,cat_crown/support_v3_fixed_edit150/seed_10,46.20443720603362,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.06207803636789322,A photo of a cat sitting in grass.,0.11508758538407578,0.8566949865956652,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
