avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,clip_source_score,clip_target_minus_source,clip_target_score,complete,dino_source_similarity,edit_score,eval_mask_area,failure_flag,failure_note,final_mask_area,fixed_eval_mask_area,inside_blue_ratio,inside_mask_l1,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_mask_l1,peak_gpu_memory_gb,result_image,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_rmse,source_ssim,source_ssim_luma,target_prompt,task
1.0,0.9396984825531641,1.0000000248352687,0.9396984552343687,-0.33924352067212266,-0.002368563075833663,25.515209058920544,0.0517578125,0.022877107296759885,15.27854593594869,0.38042834401130676,-0.007539719343185425,0.37288862466812134,True,0.9471275806427002,-0.007539719343185425,0.08325703938802083,,,0.0517578125,0.08325703938802083,0.0,0.09133739769458771,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,fixed_eval_mask,1.0,78.59740447998047,0.06188984215259552,27.56065559387207,adaptive_full_generic_support,Generic support control,,0.03536977618932724,13.919281959533691,outputs/pretty_matrix/backpack_remove_toy_charm/adaptive_full_generic_support/seed_10/result.png,backpack_remove_toy_charm/adaptive_full_generic_support/seed_10,57.57748198113404,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,0.04002947732806206,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,0.07872113239912835,0.79604759539567,0.79604759539567,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",backpack_remove_toy_charm
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309244804084301,0.0,0.0,0.3206431269645691,0.005583643913269043,0.32622677087783813,True,0.8077397346496582,0.005583643913269043,0.08325703938802083,,,0.0309244804084301,0.08325703938802083,0.0,0.0891968235373497,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,fixed_eval_mask,1.0,0.0,0.0,0.0,base_only,RF reconstruction / base reconstruction,,0.06572471559047699,12.22925329208374,outputs/pretty_matrix/backpack_remove_toy_charm/base_only/seed_10/result.png,backpack_remove_toy_charm/base_only/seed_10,69.12757796002552,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,0.06767892837524414,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,0.10494207966650737,0.6146133566215531,0.6146133566215531,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",backpack_remove_toy_charm
1.0,0.9703656832377116,1.0,0.9703656782706579,0.0,0.0,16.16472073396047,0.0309244804084301,0.0,0.0,0.2679077386856079,-0.007838904857635498,0.2600688338279724,True,0.7595120072364807,-0.007838904857635498,0.08325703938802083,,,0.0309244804084301,0.08325703938802083,0.0,0.21250027418136597,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,fixed_eval_mask,1.0,52.38732147216797,0.0,0.0,direct_target,Direct target guidance,,0.07553848624229431,12.22925329208374,outputs/pretty_matrix/backpack_remove_toy_charm/direct_target/seed_10/result.png,backpack_remove_toy_charm/direct_target/seed_10,31.826905897120014,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,0.08694150298833847,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,0.13602488739842972,0.5618740349401752,0.5618740349401752,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",backpack_remove_toy_charm
1.0,0.9371810679634412,0.9999999925494194,0.9371810605128607,-0.33755887920657796,-6.777340636906122e-05,39.89629844824473,0.1253255307674408,0.018025594210484996,17.351293722788494,0.3568364083766937,-0.01595345139503479,0.34088295698165894,True,0.8848713040351868,-0.01595345139503479,0.08325703938802083,,,0.1253255307674408,0.08325703938802083,0.0,0.22034509479999542,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,fixed_eval_mask,1.0,131.68563842773438,0.0523453913629055,37.33991241455078,support_v3_controller_rmsgap,DeCE-RF,,0.03973176330327988,13.9203462600708,outputs/pretty_matrix/backpack_remove_toy_charm/support_v3_controller_rmsgap/seed_10/result.png,backpack_remove_toy_charm/support_v3_controller_rmsgap/seed_10,100.46978207095526,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,0.05476909875869751,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,0.10675120367090729,0.7370201436651805,0.7370201436651805,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",backpack_remove_toy_charm
1.0,0.9458295976122221,0.9999999751647314,0.9458295851945877,-0.2965066072841485,-0.00024345963978097038,38.689326445261635,0.1253255307674408,0.020078148508522038,11.383154034614563,0.36241042613983154,-0.01834896206855774,0.3440614640712738,True,0.8689498901367188,-0.01834896206855774,0.08325703938802083,,,0.1253255307674408,0.08325703938802083,0.0,0.223455548286438,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,fixed_eval_mask,1.0,131.68563842773438,0.0523453913629055,17.840450286865234,support_v3_fixed,Fixed DeCE displacement,,0.040310341864824295,13.919110298156738,outputs/pretty_matrix/backpack_remove_toy_charm/support_v3_fixed/seed_10/result.png,backpack_remove_toy_charm/support_v3_fixed/seed_10,100.81710394890979,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,0.055558476597070694,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,0.10702464177273975,0.7393648053210533,0.7393648053210533,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",backpack_remove_toy_charm
1.0,0.9374190693100294,1.0,0.937419074277083,-0.4213687951366107,-0.0014240572503088818,38.087329149246216,0.0509672611951828,0.025608243444973294,15.054943641026815,0.2746255397796631,0.0023277103900909424,0.27695325016975403,True,0.8378998041152954,0.0023277103900909424,0.03076171875,,,0.0509672611951828,0.03076171875,0.4805366591080877,0.1423475593328476,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,73.41099548339844,0.07527968287467957,27.796995162963867,adaptive_full_generic_support,Generic support control,,0.0555482842028141,13.380748271942139,outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_10/result.png,cat_crown/adaptive_full_generic_support/seed_10,77.85174330091104,10,/workspace/rf_h_edit/data/paper_images/cat_sitting_in_grass.jpg,0.05821836739778519,A photo of a cat sitting in grass.,0.10868582132802408,0.6587047557372241,0.6587047557372241,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1439732164144516,0.0,0.0,0.3048543930053711,-0.004245787858963013,0.3006086051464081,True,0.5048158168792725,-0.004245787858963013,0.03076171875,,,0.1439732164144516,0.03076171875,0.15608465608465608,0.12068481743335724,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,0.0,0.0,0.0,base_only,RF reconstruction / base reconstruction,,0.08121178299188614,12.228387355804443,outputs/pretty_matrix/cat_crown/base_only/seed_10/result.png,cat_crown/base_only/seed_10,88.60925099416636,10,/workspace/rf_h_edit/data/paper_images/cat_sitting_in_grass.jpg,0.0824260413646698,A photo of a cat sitting in grass.,0.11582813204378452,0.51215370209805,0.51215370209805,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9265108729402224,1.0000000223517418,0.9265108729402224,0.0,0.0,86.26876147588094,0.1439732164144516,0.0,0.0,0.31849583983421326,0.0006511211395263672,0.3191469609737396,True,0.42250993847846985,0.0006511211395263672,0.03076171875,,,0.1439732164144516,0.03076171875,0.5481859410430839,0.4203096032142639,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,192.264404296875,0.0,0.0,direct_target,Direct target guidance,,0.11502295732498169,12.228387355804443,outputs/pretty_matrix/cat_crown/direct_target/seed_10/result.png,cat_crown/direct_target/seed_10,100.41507149883546,10,/workspace/rf_h_edit/data/paper_images/cat_sitting_in_grass.jpg,0.12441408634185791,A photo of a cat sitting in grass.,0.17859228812726605,0.43582138269391796,0.43582138269391796,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9245982517798742,1.0000000223517418,0.9245982244610786,-0.4813045884172122,-0.0003413903835583672,51.13659461339315,0.02566964365541935,0.026564939485979266,20.981332898139954,0.24188049137592316,0.10324113070964813,0.3451216220855713,True,0.967613935470581,0.10324113070964813,0.03076171875,,,0.02566964365541935,0.03076171875,0.3558201058201058,0.08841709792613983,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,107.28763580322266,0.08434727787971497,48.056922912597656,support_v3_controller_rmsgap,DeCE-RF,,0.05589869245886803,13.381706714630127,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap/seed_10/result.png,cat_crown/support_v3_controller_rmsgap/seed_10,74.25206209998578,10,/workspace/rf_h_edit/data/paper_images/cat_sitting_in_grass.jpg,0.05689902976155281,A photo of a cat sitting in grass.,0.10481876516895344,0.650285341308566,0.650285341308566,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9285126229127248,1.0000000074505806,0.9285126104950905,-0.42366763452688855,-0.0004189906114030843,50.29681799809138,0.02566964365541935,0.029078877967549488,11.69955595334371,0.24863560497760773,0.09131424129009247,0.3399498462677002,True,0.9668377041816711,0.09131424129009247,0.03076171875,,,0.02566964365541935,0.03076171875,0.35525321239606955,0.08842994272708893,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,fixed_eval_mask,1.0,121.8409423828125,0.08434727787971497,17.948619842529297,support_v3_fixed,Fixed DeCE displacement,,0.05685064569115639,13.380579948425293,outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_10/result.png,cat_crown/support_v3_fixed/seed_10,95.37233806797303,10,/workspace/rf_h_edit/data/paper_images/cat_sitting_in_grass.jpg,0.05782207101583481,A photo of a cat sitting in grass.,0.10666907702953686,0.6501785700551908,0.6501785700551908,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
