avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,clip_source_score,clip_target_minus_source,clip_target_score,complete,dino_source_similarity,edit_score,eval_mask_area,failure_flag,failure_note,final_mask_area,fixed_eval_mask_area,inside_blue_ratio,inside_mask_l1,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_mask_l1,peak_gpu_memory_gb,result_image,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_rmse,source_ssim,source_ssim_luma,target_prompt,task
1.0,0.9257698928316435,0.9999999726812044,0.9257699077328047,-0.409617076938351,-0.0014878966442969006,53.15254815419515,0.04843749850988388,0.015112708759261295,12.137349406878153,0.26273083686828613,0.09590950608253479,0.3586403429508209,True,0.9267106056213379,0.09590950608253479,0.04890625,,,0.04843749850988388,0.04890625,0.2419129392971246,0.057892076671123505,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,fixed_eval_mask,1.0,170.1695556640625,0.04309543967247009,21.213167190551758,adaptive_full_generic_support,Generic support control,,0.05355198681354523,14.110691547393799,outputs/pretty_matrix/dog_sunglasses/adaptive_full_generic_support/seed_10/result.png,dog_sunglasses/adaptive_full_generic_support/seed_10,76.99938102299348,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05376424640417099,A front-facing portrait of a dog in snow.,0.10130521390273182,0.6339008832264359,0.6339008832264359,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22437499463558197,0.0,0.0,0.2898730933666229,-0.02511298656463623,0.2647601068019867,True,0.9067093133926392,-0.02511298656463623,0.04890625,,,0.22437499463558197,0.04890625,0.09345047923322684,0.0551372691988945,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,fixed_eval_mask,1.0,0.0,0.0,0.0,base_only,RF reconstruction / base reconstruction,,0.06623940169811249,12.229429721832275,outputs/pretty_matrix/dog_sunglasses/base_only/seed_10/result.png,dog_sunglasses/base_only/seed_10,69.35454099206254,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.06569644808769226,A front-facing portrait of a dog in snow.,0.0959664100009538,0.6136810026949112,0.6136810026949112,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.9288361221551895,1.000000034769376,0.9288361370563507,0.0,0.0,165.48719628651938,0.22437499463558197,0.0,0.0,0.2910729646682739,0.05808565020561218,0.3491586148738861,True,0.6598427891731262,0.05808565020561218,0.04890625,,,0.22437499463558197,0.04890625,0.16463658146964857,0.4330465793609619,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,fixed_eval_mask,1.0,427.919189453125,0.0,0.0,direct_target,Direct target guidance,,0.10305415093898773,12.229429721832275,outputs/pretty_matrix/dog_sunglasses/direct_target/seed_10/result.png,dog_sunglasses/direct_target/seed_10,36.761004101950675,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.11919282376766205,A front-facing portrait of a dog in snow.,0.20322982210854934,0.5465305256137049,0.5465305256137049,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.9318796321749687,1.0000000248352687,0.9318796023726463,-0.41821659728884697,-0.002669076692351761,70.28451079130173,0.07750000059604645,0.014535789217916317,14.415225346883139,0.23639295995235443,0.09289146959781647,0.3292844295501709,True,0.9573088884353638,0.09289146959781647,0.04890625,,,0.07750000059604645,0.04890625,0.41982827476038337,0.13834649324417114,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,fixed_eval_mask,1.0,164.93687438964844,0.03971453011035919,27.79875373840332,support_v3_controller_rmsgap,DeCE-RF,,0.05353159457445145,14.108457088470459,outputs/pretty_matrix/dog_sunglasses/support_v3_controller_rmsgap/seed_10/result.png,dog_sunglasses/support_v3_controller_rmsgap/seed_10,120.0626221250277,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.057679563760757446,A front-facing portrait of a dog in snow.,0.10449902342780346,0.623380123280454,0.623380123280454,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.929993045826753,0.9999999875823656,0.9299930234750112,-0.39324247278273106,-0.0025689619930441645,66.44819962978363,0.07750000059604645,0.015154234929165492,10.292736530303955,0.24751999974250793,0.08977016806602478,0.3372901678085327,True,0.9602154493331909,0.08977016806602478,0.04890625,,,0.07750000059604645,0.04890625,0.32118610223642174,0.12122368812561035,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,fixed_eval_mask,1.0,162.80001831054688,0.03971453011035919,17.062868118286133,support_v3_fixed,Fixed DeCE displacement,,0.05375475063920021,14.108705997467041,outputs/pretty_matrix/dog_sunglasses/support_v3_fixed/seed_10/result.png,dog_sunglasses/support_v3_fixed/seed_10,123.94156670104712,10,/workspace/rf_h_edit/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05705441161990166,A front-facing portrait of a dog in snow.,0.10344440781441383,0.6226128445855807,0.6226128445855807,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
1.0,0.9387506271402041,1.000000002483527,0.938750629623731,-0.4973418340086937,-0.003498110866833789,13.395840843518576,0.0613839291036129,0.007615181243939635,7.578073004881541,0.3655967116355896,-0.027301371097564697,0.3382953405380249,True,0.959812343120575,-0.027301371097564697,0.040707542782738096,,,0.0613839291036129,0.040707542782738096,0.0,0.008007400669157505,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,fixed_eval_mask,1.0,38.500511169433594,0.01637277938425541,15.347146034240723,adaptive_full_generic_support,Generic support control,,0.008138247765600681,13.382246971130371,outputs/pretty_matrix/mug_heart/adaptive_full_generic_support/seed_10/result.png,mug_heart/adaptive_full_generic_support/seed_10,56.405413917964324,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.00813292246311903,A minimalist photo of a plain white ceramic mug on a grey background.,0.019276240159247213,0.965357020198147,0.965357020198147,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751488134264946,0.0,0.0,0.3605978488922119,-0.02869752049446106,0.33190032839775085,True,0.8819636106491089,-0.02869752049446106,0.040707542782738096,,,0.0751488134264946,0.040707542782738096,0.0,0.035875581204891205,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,fixed_eval_mask,1.0,0.0,0.0,0.0,base_only,RF reconstruction / base reconstruction,,0.012940804474055767,12.228387355804443,outputs/pretty_matrix/mug_heart/base_only/seed_10/result.png,mug_heart/base_only/seed_10,69.96668883296661,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.013874422758817673,A minimalist photo of a plain white ceramic mug on a grey background.,0.022586150852777105,0.9589923932187598,0.9589923932187598,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.9221471572915713,1.0000000099341075,0.9221471423904101,0.0,0.0,35.74044986565908,0.0751488134264946,0.0,0.0,0.3633291721343994,-0.027618378400802612,0.3357107937335968,True,0.8306145668029785,-0.027618378400802612,0.040707542782738096,,,0.0751488134264946,0.040707542782738096,0.0001427959445951735,0.28385129570961,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,fixed_eval_mask,1.0,192.15692138671875,0.0,0.0,direct_target,Direct target guidance,,0.024633770808577538,12.228387355804443,outputs/pretty_matrix/mug_heart/direct_target/seed_10/result.png,mug_heart/direct_target/seed_10,31.75719489599578,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.03518587723374367,A minimalist photo of a plain white ceramic mug on a grey background.,0.07211676937846165,0.9138093733173928,0.9138093733173928,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.9296474829316139,1.0000000173846881,0.929647500316302,-0.4283745189507802,-0.00023110192645011315,39.02510768175125,0.0357142873108387,0.0074437553945851205,19.434956351915996,0.3214857280254364,0.04213988780975342,0.3636256158351898,True,0.8114960193634033,0.04213988780975342,0.040707542782738096,,,0.0357142873108387,0.040707542782738096,0.0,0.007882896810770035,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,fixed_eval_mask,1.0,159.88955688476562,0.015353056602180004,26.845802307128906,support_v3_controller_rmsgap,DeCE-RF,,0.01047895010560751,13.381696701049805,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/result.png,mug_heart/support_v3_controller_rmsgap/seed_10,112.16987230698578,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010373270139098167,A minimalist photo of a plain white ceramic mug on a grey background.,0.04162478235495003,0.9574091386606913,0.9574091386606913,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
1.0,0.929881731669108,1.0,0.9298817391196886,-0.4220322122176488,-0.0007763184545789651,39.169399877389274,0.0357142873108387,0.007536702643847093,15.04246155420939,0.3224910497665405,0.04193195700645447,0.364423006772995,True,0.8072949647903442,0.04193195700645447,0.040707542782738096,,,0.0357142873108387,0.040707542782738096,0.0,0.007887003943324089,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,fixed_eval_mask,1.0,165.59217834472656,0.015353056602180004,26.62150001525879,support_v3_fixed,Fixed DeCE displacement,,0.010646937415003777,13.37908124923706,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/result.png,mug_heart/support_v3_fixed/seed_10,108.57680559298024,10,/workspace/rf_h_edit/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010534586384892464,A minimalist photo of a plain white ceramic mug on a grey background.,0.04226611856323989,0.9572865040632298,0.9572865040632298,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
