task,method,seed,avg_adaptive_edit_progress,avg_adaptive_edit_weight,avg_adaptive_preserve_weight,avg_adaptive_preserve_clean_correction_norm,max_adaptive_preserve_clean_correction_norm,avg_trajectory_preserve_norm,avg_edit_guidance_norm,avg_rec_guidance_norm
cat_crown,fixed_full_support_v3,10,0.0,1.0,1.0,0.0,0.0,0.3685432034544647,50.530774652957916,11.680488387743631
cat_crown,adaptive_full_support_v3_v0,10,0.3997247936204076,1.1041634100675584,1.3002670411641402,6.351869560778141,19.6417179107666,0.5273797822495302,51.76949538787206,20.97483281294505
cat_crown,adaptive_full_support_v3_v1,10,0.4686534395441413,1.3095674936970079,1.301997236721218,6.390897649029891,19.6417179107666,0.5544725836565098,46.35866711537043,21.086676836013794
dog_sunglasses,fixed_full_support_v3,10,0.0,1.0,1.0,0.0,0.0,0.5191114445527395,60.16921091079712,10.537561098734537
dog_sunglasses,adaptive_full_support_v3_v0,10,0.4214839357882738,1.1040736566483975,1.1688245375330253,2.5724441756804786,8.566366195678711,0.5388864632695913,61.49294022719065,14.33333977063497
dog_sunglasses,adaptive_full_support_v3_v1,10,0.4552233489230275,1.3325324868162476,1.1700601185361548,2.5929372484485307,8.566366195678711,0.5412464799980322,53.09255939722061,14.356931805610657
mug_heart,fixed_full_support_v3,10,0.0,1.0,1.0,0.0,0.0,0.6140911296630899,39.39957227309545,15.06097928682963
mug_heart,adaptive_full_support_v3_v0,10,0.5037619336314189,1.2031707823773228,1.2301189780235295,1.2429683619411662,2.652780532836914,0.6864203996956348,39.39492954810461,19.44970913728078
mug_heart,adaptive_full_support_v3_v1,10,0.5395997145678848,1.2629618927836421,1.2329763632267718,1.2630564665887505,2.652780532836914,0.7017424491544565,34.01475481192271,19.61740207672119
