task,method,seed,num_logged_steps,avg_adaptive_edit_progress,avg_adaptive_edit_weight,avg_adaptive_preserve_drift,avg_adaptive_preserve_weight,avg_adaptive_clean_conflict_score,avg_adaptive_clean_projection_ratio,avg_adaptive_projection_norm,max_adaptive_projection_norm,avg_adaptive_preserve_drift_after_projection_estimate,avg_trajectory_preserve_norm,avg_edit_guidance_norm,avg_rec_guidance_norm
cat_crown,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3685432034544647,50.530774652957916,11.680488387743631
cat_crown,adaptive_full_support_v3_v0,10,24,0.4165753802129378,1.1130300517380238,0.3003756944090128,1.3132205571979287,0.9433411164476032,0.006703176225225131,0.012731679327165088,0.019105631858110428,0.30099562586595613,0.4184527387842536,50.33373280366262,15.60759993394216
cat_crown,adaptive_full_support_v3_v1,10,24,0.4654628861074646,1.3193083157142007,0.3028891837845246,1.3169497417286042,1.4902623902113799,0.0063295801349643925,0.01868991361213072,0.06319624185562134,0.3042734566455086,0.4703319128602743,48.76201728979746,15.832154194513956
dog_sunglasses,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5191114445527395,60.16921091079712,10.537561098734537
dog_sunglasses,adaptive_full_support_v3_v0,10,24,0.42513094935566187,1.1038427929580212,0.2387942566225926,1.1751746083920205,8.050066062792515,0.014075913679941246,0.11460788156061123,0.3391296863555908,0.2471179778998097,0.5378801729530096,61.06100811560949,12.259290019671122
dog_sunglasses,adaptive_full_support_v3_v1,10,24,0.46082282966623705,1.324175654848417,0.2389418032641212,1.176536931532125,10.364008287006678,0.012938129950877434,0.12986105761956424,0.5041018724441528,0.2518856016298135,0.536811071758469,52.270146568616234,12.25309936205546
mug_heart,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6140911296630899,39.39957227309545,15.06097928682963
mug_heart,adaptive_full_support_v3_v0,10,24,0.5048604320327286,1.2040300789475442,0.16548963030800223,1.2312598388642078,0.37861201297103736,0.007085011605037532,0.019825385813116252,0.09701823443174362,0.169413138491412,0.673531441638867,39.67629996935526,18.402407844861347
mug_heart,adaptive_full_support_v3_v1,10,24,0.542724557647792,1.256636270383994,0.1663774986130496,1.2349428135901694,0.35317470054724254,0.006446408243694653,0.01753719104938985,0.11170226335525513,0.17278618722533187,0.6901672556996346,34.0271123846372,18.61069444815318
