task,method,seed,avg_adaptive_edit_progress,avg_adaptive_edit_weight,avg_adaptive_preserve_weight,avg_adaptive_preserve_clean_correction_norm,max_adaptive_preserve_clean_correction_norm,avg_edit_guidance_norm,avg_rec_guidance_norm
cat_crown,fixed_full_support_v3,10,0.0,1.0,1.0,0.0,0.0,50.530774652957916,11.680488387743631
cat_crown,adaptive_full_support_v3_v0,10,0.3997247936204076,1.1041634100675584,1.3002670411641402,6.351869560778141,19.6417179107666,51.76949538787206,20.97483281294505
cat_crown,adaptive_full_support_v3_v1,10,0.4610378514043987,1.3091602896650636,1.2912846972544991,12.08375545591116,39.2834358215332,46.29249374071757,26.15355674425761
dog_sunglasses,fixed_full_support_v3,10,0.0,1.0,1.0,0.0,0.0,60.16921091079712,10.537561098734537
dog_sunglasses,adaptive_full_support_v3_v0,10,0.4214839357882738,1.1040736566483975,1.1688245375330253,2.5724441756804786,8.566366195678711,61.49294022719065,14.33333977063497
dog_sunglasses,adaptive_full_support_v3_v1,10,0.42809422221034765,1.3613181451956435,1.1653685632472242,5.008080929517746,17.132732391357422,54.5687984029452,16.465035041173298
mug_heart,fixed_full_support_v3,10,0.0,1.0,1.0,0.0,0.0,39.39957227309545,15.06097928682963
mug_heart,adaptive_full_support_v3_v0,10,0.5037619336314189,1.2031707823773228,1.2301189780235295,1.2429683619411662,2.652780532836914,39.39492954810461,19.44970913728078
mug_heart,adaptive_full_support_v3_v1,10,0.542533136671409,1.257662078738213,1.232648991234601,2.521331478996823,5.305561065673828,34.059481382369995,20.715251803398132
