task,method,seed,num_logged_steps,avg_adaptive_edit_progress,avg_adaptive_edit_weight,avg_adaptive_preserve_drift,avg_adaptive_preserve_weight,avg_adaptive_clean_conflict_score,avg_adaptive_clean_projection_ratio,avg_adaptive_projection_norm,max_adaptive_projection_norm,avg_adaptive_preserve_drift_after_projection_estimate,avg_edit_guidance_norm,avg_rec_guidance_norm
mug_heart,fixed_full_support_v3,10,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.39957227309545,15.06097928682963
mug_heart,adaptive_full_support_v3_v0,10,24,0.508388654163961,1.2035170779128872,0.1653765857530137,1.2309083339758222,0.2985497082505996,0.0066646747594253,0.01795726941296986,0.09184706956148148,0.16915224104498824,39.67997388044993,18.307676156361897
mug_heart,adaptive_full_support_v3_v1,10,24,0.5429570904234424,1.25864255776008,0.16624567611142993,1.2344499604776507,0.22296490531880409,0.004819313982049304,0.013736853448032585,0.11529277265071869,0.17262566493203244,33.95671224594116,18.51639238993327
