avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,clip_source_score,clip_target_minus_source,clip_target_score,complete,dino_source_similarity,failure_flag,failure_note,final_mask_area,inside_blue_ratio,inside_mask_l1,mask_path,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,missing,outside_mask_l1,peak_gpu_memory_gb,result_image,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_rmse,source_ssim_luma,target_prompt,task
1.0,0.9340521817406019,1.0000000099341075,0.9340521693229675,-0.2923768355200688,-0.0006620340808846473,68.80537497997284,0.2384672611951828,0.014977015967209203,10.640252709388733,0.35410618782043457,-0.009055376052856445,0.3450508117675781,True,0.7469314336776733,hybrid_object,Preserves much of the scene but creates a large blue object beside a still-red backpack.,0.2384672611951828,0.7466220466497244,0.1858959048986435,outputs/main_matrix/backpack_blue/full/seed_10/masks/semantic_base_generated.png,1.0,192.61061096191406,0.03659801557660103,16.244434356689453,full,,0.06945047527551651,13.385348796844482,outputs/main_matrix/backpack_blue/full/seed_10/result.png,backpack_blue/full/seed_10,55.853844859986566,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.09635180979967117,A photo of a burgundy backpack sitting on rocks outdoors.,0.15022979533951325,0.8539649181778588,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.9408529947201411,1.0000000124176343,0.940852997203668,-0.33153647494812805,-0.003421380366489757,51.205826123555504,0.2421875,0.01637295278487727,10.663151661554972,0.37668025493621826,-0.04445257782936096,0.3322276771068573,True,0.8422515988349915,,,0.2421875,0.08529773984839811,0.07652617990970612,outputs/main_matrix/backpack_blue/full_attention_velocity/seed_10/masks/combined.png,1.0,157.9956817626953,0.04294060915708542,14.571981430053711,full_attention_velocity,,0.1136363297700882,13.376331329345703,outputs/main_matrix/backpack_blue/full_attention_velocity/seed_10/result.png,backpack_blue/full_attention_velocity/seed_10,51.39862749102758,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.08876378834247589,A photo of a burgundy backpack sitting on rocks outdoors.,0.14089665400405052,0.8356761973778053,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.93355842679739,1.0000000173846881,0.93355842679739,-0.2927835416048765,-0.0006567364434886258,68.22658904393514,0.2384672611951828,0.014983483042063503,10.649888396263123,0.36358824372291565,-0.014278680086135864,0.3493095636367798,True,0.6916347146034241,,,0.2384672611951828,0.7275998289006869,0.18492795526981354,outputs/main_matrix/backpack_blue/full_full_ref/seed_10/masks/semantic_base_generated.png,1.0,192.61061096191406,0.03659801557660103,16.223472595214844,full_full_ref,,0.06956760585308075,13.385348796844482,outputs/main_matrix/backpack_blue/full_full_ref/seed_10/result.png,backpack_blue/full_full_ref/seed_10,53.14582421502564,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.09621827304363251,A photo of a burgundy backpack sitting on rocks outdoors.,0.14943273589686099,0.8542770936077505,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.9369912371039391,1.000000002483527,0.9369912395874659,0.0,0.0,66.36973150571187,0.2384672611951828,0.0,0.0,0.36397936940193176,-0.020801842212677002,0.34317752718925476,True,0.6462682485580444,,,0.2384672611951828,0.7329592632664872,0.18435879051685333,outputs/main_matrix/backpack_blue/full_no_rec/seed_10/masks/semantic_base_generated.png,1.0,192.61061096191406,0.0,0.0,full_no_rec,,0.07016076147556305,13.38446569442749,outputs/main_matrix/backpack_blue/full_no_rec/seed_10/result.png,backpack_blue/full_no_rec/seed_10,49.618745020008646,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.09654291719198227,A photo of a burgundy backpack sitting on rocks outdoors.,0.14910495173555105,0.8502262564125691,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.933965782324473,1.0000000273187954,0.9339657997091612,-0.26238394528627396,-0.00046373865188797936,70.13334325949351,0.2384672611951828,0.015362029798173657,11.896205266316732,0.34419289231300354,-0.02003970742225647,0.32415318489074707,True,0.6919853687286377,,,0.2384672611951828,0.7410864806380998,0.1895492523908615,outputs/main_matrix/backpack_blue/full_no_traj/seed_10/masks/semantic_base_generated.png,1.0,192.61061096191406,0.03659801557660103,29.457040786743164,full_no_traj,,0.07606886327266693,13.38317584991455,outputs/main_matrix/backpack_blue/full_no_traj/seed_10/result.png,backpack_blue/full_no_traj/seed_10,54.994943563011475,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.10228519886732101,A photo of a burgundy backpack sitting on rocks outdoors.,0.15624895691523474,0.84177966155225,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.9335545102755228,0.999999980131785,0.9335544804732004,-0.29465772211551666,-0.0006648666597660243,68.43429478009541,0.2384672611951828,0.01498715918084296,10.636237462361654,0.3530712127685547,-0.0031950175762176514,0.34987619519233704,True,0.752953052520752,,,0.2384672611951828,0.7432755453790605,0.1876126229763031,outputs/main_matrix/backpack_blue/full_semantic_velocity/seed_10/masks/semantic_base_generated.png,1.0,192.61061096191406,0.03659801557660103,16.197689056396484,full_semantic_velocity,,0.06949838995933533,13.385348796844482,outputs/main_matrix/backpack_blue/full_semantic_velocity/seed_10/result.png,backpack_blue/full_semantic_velocity/seed_10,50.44556482299231,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.09678523242473602,A photo of a burgundy backpack sitting on rocks outdoors.,0.15080826225840144,0.8520260515066026,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.9360919545094172,1.0000000049670537,0.9360919346412023,-0.31539658767481643,-0.0003850037264783168,41.53834128379822,0.2384672611951828,0.014509349227106819,10.205098350842794,0.3825153112411499,-0.04198545217514038,0.3405298590660095,True,0.8362216353416443,,,0.2384672611951828,0.7727146918954281,0.15283329784870148,outputs/main_matrix/backpack_blue/full_source_v_inject/seed_10/masks/semantic_base_generated.png,1.0,79.8345947265625,0.03659801557660103,13.647847175598145,full_source_v_inject,,0.0638539120554924,13.385354042053223,outputs/main_matrix/backpack_blue/full_source_v_inject/seed_10/result.png,backpack_blue/full_source_v_inject/seed_10,58.92461196699878,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/herschel_backpack_by_rocks_unsplash.jpg,0.08441000431776047,A photo of a burgundy backpack sitting on rocks outdoors.,0.13186112622416837,0.8876297361862906,"A photo of the same backpack sitting on the same rocks outdoors, with the backpack fabric changed to clean blue.",backpack_blue
1.0,0.9294945672154427,1.000000034769376,0.9294945448637009,-0.33529405916730565,-2.0157928025676952e-06,78.93750937779744,0.1711309552192688,0.031177062444233645,14.462143659591675,0.25106140971183777,0.08832666277885437,0.33938807249069214,True,0.7814310789108276,,Crown insertion succeeds with much better subject preservation than direct target variants.,0.1711309552192688,0.03551369863013699,0.16194388270378113,outputs/main_matrix/cat_crown/full/seed_10/masks/semantic_base_generated.png,1.0,213.63035583496094,0.07044602930545807,19.420259475708008,full,,0.06555099040269852,13.376326560974121,outputs/main_matrix/cat_crown/full/seed_10/result.png,cat_crown/full/seed_10,50.853147774992976,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.0819123312830925,A photo of a cat sitting in grass.,0.1362876976974783,0.8023275559030304,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9288660561045011,0.9999999850988388,0.9288660685221354,-0.34148571267724037,-0.008269820342926929,91.75325238704681,0.2429315447807312,0.022898717269223805,12.136925538380941,0.27738699316978455,0.09066060185432434,0.3680475950241089,True,0.38167309761047363,,,0.2429315447807312,0.08917866536082963,0.10678458213806152,outputs/main_matrix/cat_crown/full_attention_velocity/seed_10/masks/combined.png,1.0,188.44235229492188,0.054087307304143906,16.15057945251465,full_attention_velocity,,0.05358795076608658,13.376331329345703,outputs/main_matrix/cat_crown/full_attention_velocity/seed_10/result.png,cat_crown/full_attention_velocity/seed_10,50.58443789201556,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.09273925423622131,A photo of a cat sitting in grass.,0.16490757800267447,0.6595679985932547,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
1.0,0.9285073826710383,1.0000000273187954,0.9285073752204577,-0.42715149000287056,-0.0026611695639833974,43.3543807665507,0.02566964365541935,0.02888408410944976,13.204134543736776,0.2495431751012802,0.0927443653345108,0.342287540435791,True,0.9707476496696472,,,0.02566964365541935,0.02054794520547945,0.15440057218074799,outputs/main_matrix/cat_crown/full_full_ref/seed_10/masks/semantic_base_generated.png,1.0,84.09649658203125,0.08471611142158508,20.50953483581543,full_full_ref,,0.05421403422951698,13.376326560974121,outputs/main_matrix/cat_crown/full_full_ref/seed_10/result.png,cat_crown/full_full_ref/seed_10,52.29051238804823,10,/home/Wu_25R8111/rf_h_edit_project/data/paper_images/cat_sitting_in_grass.jpg,0.05642471835017204,A photo of a cat sitting in grass.,0.1034403023095288,0.8743373994741211,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",cat_crown
