base_method,clip_source_score,clip_target_minus_source,clip_target_score,complete,condition,edit_scale,eval_mask_area,family,final_mask_area,inside_mask_l1,local_clip_source_score,local_clip_target_minus_source,local_clip_target_score,local_crop_box,mask_path,method,missing,outside_mask_l1,perturbation,result_image,runtime_seconds,seed,source_image,source_l1,source_prompt,source_ssim_luma,ssim_loss,target_prompt,task
support_v3_fixed,0.25766822695732117,0.09502139687538147,0.35268962383270264,True,erode,,0.0617236328125,support_perturb,0.029374999925494194,0.15177379548549652,0.26164478063583374,0.09118977189064026,0.352834552526474,"85,101,339,311",outputs/pretty_matrix/dog_sunglasses/support_v3_fixed_pert_erode/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_erode,,0.04540402442216873,erode,outputs/pretty_matrix/dog_sunglasses/support_v3_fixed_pert_erode/seed_10/result.png,51.67664103698917,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05196954682469368,A front-facing portrait of a dog in snow.,0.9129112359261371,0.0870887640738629,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_fixed,0.26413822174072266,0.09810110926628113,0.3622393310070038,True,holes,,0.0617236328125,support_perturb,0.044999998062849045,0.18620456755161285,0.2395091950893402,0.0999167263507843,0.3394259214401245,"85,101,339,311",outputs/pretty_matrix/dog_sunglasses/support_v3_fixed_pert_holes/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_holes,,0.04577823355793953,holes,outputs/pretty_matrix/dog_sunglasses/support_v3_fixed_pert_holes/seed_10/result.png,53.556570451008156,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05444585904479027,A front-facing portrait of a dog in snow.,0.9029242703679591,0.09707572963204092,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_fixed,0.2646329700946808,0.09590020775794983,0.3605331778526306,True,shift,,0.0617236328125,support_perturb,0.04906249791383743,0.19770100712776184,0.2702668309211731,0.09297442436218262,0.3632412552833557,"85,101,339,311",outputs/pretty_matrix/dog_sunglasses/support_v3_fixed_pert_shift/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_shift,,0.04606250301003456,shift,outputs/pretty_matrix/dog_sunglasses/support_v3_fixed_pert_shift/seed_10/result.png,55.83417176397052,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,0.05542219802737236,A front-facing portrait of a dog in snow.,0.8990674147805431,0.10093258521945692,A front-facing portrait of the same dog wearing black sunglasses in snow.,dog_sunglasses
support_v3_controller_rmsgap,0.3206324875354767,0.04322943091392517,0.36386191844940186,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.0760190337896347,0.2923314869403839,0.05993932485580444,0.35227081179618835,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap,,0.007690246682614088,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/result.png,55.68586693494581,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010457840748131275,A minimalist photo of a plain white ceramic mug on a grey background.,0.8684338296111612,0.13156617038883878,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.32092922925949097,0.0437486469745636,0.36467787623405457,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07590516656637192,0.29120299220085144,0.05911615490913391,0.35031914710998535,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap,,0.007678629830479622,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/result.png,55.63680581189692,11,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010442081838846207,A minimalist photo of a plain white ceramic mug on a grey background.,0.867867441659776,0.13213255834022397,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.31989216804504395,0.0435519814491272,0.36344414949417114,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.0767437294125557,0.290810227394104,0.059521615505218506,0.3503318428993225,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap,,0.007729328703135252,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/result.png,52.30513237998821,12,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010524693876504898,A minimalist photo of a plain white ceramic mug on a grey background.,0.8671068717388233,0.13289312826117672,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.32452353835105896,0.050968289375305176,0.37549182772636414,True,050,0.5,0.04050409226190476,edit_strength,0.0368303582072258,0.05583639442920685,0.2941354215145111,0.06422555446624756,0.35836097598075867,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit050/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit050,,0.007435895036906004,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit050/seed_10/result.png,54.031500897952355,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.00939631275832653,A minimalist photo of a plain white ceramic mug on a grey background.,0.9054354147041866,0.09456458529581335,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.3234022259712219,0.04520329833030701,0.36860552430152893,True,075,0.75,0.04050409226190476,edit_strength,0.0368303582072258,0.06879272311925888,0.2929631471633911,0.05940943956375122,0.35237258672714233,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit075/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit075,,0.007504134904593229,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit075/seed_10/result.png,51.638258830062114,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.0099865747615695,A minimalist photo of a plain white ceramic mug on a grey background.,0.8796881900405352,0.12031180995946478,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.320893794298172,0.043876856565475464,0.36477065086364746,True,100,1.0,0.04050409226190476,edit_strength,0.0368303582072258,0.07648108899593353,0.2918316721916199,0.05981391668319702,0.3516455888748169,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit100/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit100,,0.00771446293219924,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit100/seed_10/result.png,53.540627634036355,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01049979217350483,A minimalist photo of a plain white ceramic mug on a grey background.,0.8679553536852896,0.13204464631471036,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.3191082179546356,0.04252025485038757,0.3616284728050232,True,125,1.25,0.04050409226190476,edit_strength,0.0368303582072258,0.08181320875883102,0.2945936322212219,0.06094369292259216,0.3555373251438141,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit125/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit125,,0.00785684585571289,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit125/seed_10/result.png,51.41648722998798,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010852382518351078,A minimalist photo of a plain white ceramic mug on a grey background.,0.8561312220586182,0.14386877794138175,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.31835004687309265,0.04431360960006714,0.3626636564731598,True,150,1.5,0.04050409226190476,edit_strength,0.0368303582072258,0.08468160778284073,0.29643893241882324,0.05691853165626526,0.3533574640750885,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit150/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_edit150,,0.00805645901709795,,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_edit150/seed_10/result.png,53.9559012579266,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.011160090565681458,A minimalist photo of a plain white ceramic mug on a grey background.,0.8522048095068195,0.14779519049318046,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.3255510926246643,0.045618683099746704,0.371169775724411,True,boundary_noise,,0.04050409226190476,support_perturb,0.0368303582072258,0.07123920321464539,0.29066458344459534,0.061654120683670044,0.3523187041282654,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_boundary_noise/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_boundary_noise,,0.007616684306412935,boundary_noise,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_boundary_noise/seed_10/result.png,47.340066128992476,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010193658992648125,A minimalist photo of a plain white ceramic mug on a grey background.,0.8774544707417752,0.12254552925822482,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.31099995970726013,0.047397345304489136,0.35839730501174927,True,dilate,,0.04050409226190476,support_perturb,0.0531994067132473,0.1063338965177536,0.2848357856273651,0.06056573987007141,0.3454015254974365,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_dilate/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_dilate,,0.010259201750159264,dilate,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_dilate/seed_10/result.png,51.38338630704675,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.014150619506835938,A minimalist photo of a plain white ceramic mug on a grey background.,0.8174835206452614,0.18251647935473858,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.33454203605651855,0.05761200189590454,0.3921540379524231,True,erode,,0.04050409226190476,support_perturb,0.0234375,0.011536396108567715,0.3119750916957855,0.07008674740791321,0.38206183910369873,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_erode/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_erode,,0.006891729775816202,erode,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_erode/seed_10/result.png,53.08838821994141,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.0070798578672111034,A minimalist photo of a plain white ceramic mug on a grey background.,0.9667998665019489,0.033200133498051065,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.32512643933296204,0.047239065170288086,0.3723655045032501,True,holes,,0.04050409226190476,support_perturb,0.032738097012043,0.07070735841989517,0.29540467262268066,0.06181216239929199,0.35721683502197266,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_holes/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_holes,,0.007540272548794746,holes,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_holes/seed_10/result.png,50.723965139943175,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01009879820048809,A minimalist photo of a plain white ceramic mug on a grey background.,0.879410112704051,0.120589887295949,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_controller_rmsgap,0.3238445520401001,0.054409950971603394,0.3782545030117035,True,shift,,0.04050409226190476,support_perturb,0.0368303582072258,0.059262510389089584,0.31290262937545776,0.060144007205963135,0.3730466365814209,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_shift/seed_10/masks/operation_v3_edit_mask.png,support_v3_controller_rmsgap_pert_shift,,0.008662126027047634,shift,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap_pert_shift/seed_10/result.png,47.021221879986115,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010711649432778358,A minimalist photo of a plain white ceramic mug on a grey background.,0.8984597848857648,0.10154021511423517,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3207850456237793,0.04222044348716736,0.36300548911094666,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07805880159139633,0.29168665409088135,0.05797857046127319,0.34966522455215454,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed,,0.007824107073247433,,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_10/result.png,51.91234807006549,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01066889800131321,A minimalist photo of a plain white ceramic mug on a grey background.,0.8645987639051997,0.13540123609480026,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3207196295261383,0.04284384846687317,0.3635634779930115,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07729339599609375,0.29221832752227783,0.05675920844078064,0.34897753596305847,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_11/masks/operation_v3_edit_mask.png,support_v3_fixed,,0.007749737240374088,,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_11/result.png,49.565598658053204,11,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010566539131104946,A minimalist photo of a plain white ceramic mug on a grey background.,0.8656786714716417,0.13432132852835832,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3214878737926483,0.04191321134567261,0.3634010851383209,True,baseline,,0.04050409226190476,baseline,0.0368303582072258,0.07842274010181427,0.2919778823852539,0.05917659401893616,0.35115447640419006,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_12/masks/operation_v3_edit_mask.png,support_v3_fixed,,0.007826047018170357,,outputs/pretty_matrix/mug_heart/support_v3_fixed/seed_12/result.png,51.89538862509653,12,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010685501620173454,A minimalist photo of a plain white ceramic mug on a grey background.,0.8637103001913815,0.1362896998086185,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3248053193092346,0.049120306968688965,0.3739256262779236,True,050,0.5,0.04050409226190476,edit_strength,0.0368303582072258,0.05911805480718613,0.29508915543556213,0.06215107440948486,0.357240229845047,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_edit050/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit050,,0.007531228009611368,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit050/seed_10/result.png,50.918582818005234,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.00962070468813181,A minimalist photo of a plain white ceramic mug on a grey background.,0.9034010593051056,0.09659894069489439,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3242061138153076,0.04493996500968933,0.36914607882499695,True,075,0.75,0.04050409226190476,edit_strength,0.0368303582072258,0.07120505720376968,0.29304197430610657,0.05827820301055908,0.35132017731666565,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_edit075/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit075,,0.0076180631294846535,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit075/seed_10/result.png,54.92085831798613,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01019359566271305,A minimalist photo of a plain white ceramic mug on a grey background.,0.8775933403241583,0.12240665967584174,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.32125866413116455,0.042412400245666504,0.36367106437683105,True,100,1.0,0.04050409226190476,edit_strength,0.0368303582072258,0.07819762080907822,0.2924721837043762,0.058993011713027954,0.3514651954174042,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_edit100/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit100,,0.00781150721013546,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit100/seed_10/result.png,51.22222625208087,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010662434622645378,A minimalist photo of a plain white ceramic mug on a grey background.,0.8643264235489483,0.13567357645105171,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.318903386592865,0.042800694704055786,0.3617040812969208,True,125,1.25,0.04050409226190476,edit_strength,0.0368303582072258,0.0827375128865242,0.29156774282455444,0.0615786612033844,0.35314640402793884,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_edit125/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit125,,0.007879113778471947,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit125/seed_10/result.png,50.42256093095057,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.0109111862257123,A minimalist photo of a plain white ceramic mug on a grey background.,0.853479644480844,0.146520355519156,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.31784743070602417,0.04340428113937378,0.36125171184539795,True,150,1.5,0.04050409226190476,edit_strength,0.0368303582072258,0.0855925902724266,0.2923775315284729,0.058300286531448364,0.35067781805992126,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_edit150/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_edit150,,0.008052198216319084,,outputs/pretty_matrix/mug_heart/support_v3_fixed_edit150/seed_10/result.png,51.926178690977395,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.011192901991307735,A minimalist photo of a plain white ceramic mug on a grey background.,0.8497204424430814,0.15027955755691857,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.32312944531440735,0.04399457573890686,0.3671240210533142,True,boundary_noise,,0.04050409226190476,support_perturb,0.0368303582072258,0.07305759936571121,0.29069066047668457,0.06057620048522949,0.35126686096191406,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_boundary_noise/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_boundary_noise,,0.007737177889794111,boundary_noise,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_boundary_noise/seed_10/result.png,49.98006114095915,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010382919572293758,A minimalist photo of a plain white ceramic mug on a grey background.,0.8759082582496149,0.12409174175038507,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3105761706829071,0.0463944673538208,0.3569706380367279,True,dilate,,0.04050409226190476,support_perturb,0.0531994067132473,0.10649992525577545,0.2847234904766083,0.058145731687545776,0.34286922216415405,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_dilate/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_dilate,,0.010291368700563908,dilate,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_dilate/seed_10/result.png,51.67944725800771,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.014188209548592567,A minimalist photo of a plain white ceramic mug on a grey background.,0.8181826514973765,0.18181734850262354,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3346237540245056,0.05599135160446167,0.3906151056289673,True,erode,,0.04050409226190476,support_perturb,0.0234375,0.011746132746338844,0.3104135990142822,0.07080334424972534,0.38121694326400757,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_erode/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_erode,,0.006889314390718937,erode,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_erode/seed_10/result.png,48.78546505700797,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.007086034864187241,A minimalist photo of a plain white ceramic mug on a grey background.,0.9663481767127806,0.033651823287219385,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.32590189576148987,0.04742872714996338,0.37333062291145325,True,holes,,0.04050409226190476,support_perturb,0.032738097012043,0.07122419774532318,0.2925170361995697,0.060585856437683105,0.3531028926372528,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_holes/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_holes,,0.007624778430908918,holes,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_holes/seed_10/result.png,54.49778694298584,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010200814343988895,A minimalist photo of a plain white ceramic mug on a grey background.,0.8813724130917783,0.11862758690822173,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
support_v3_fixed,0.3205651342868805,0.0534915030002594,0.3740566372871399,True,shift,,0.04050409226190476,support_perturb,0.0368303582072258,0.06097059324383736,0.3112110495567322,0.05883979797363281,0.370050847530365,"182,86,322,242",outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_shift/seed_10/masks/operation_v3_edit_mask.png,support_v3_fixed_pert_shift,,0.00880460161715746,shift,outputs/pretty_matrix/mug_heart/support_v3_fixed_pert_shift/seed_10/result.png,46.231468240963295,10,/home/Wu_25R8111/rf_h_edit_project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.010917536914348602,A minimalist photo of a plain white ceramic mug on a grey background.,0.8965733089862243,0.10342669101377566,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",mug_heart
