base_method,best_success_under_joint_budget,best_success_under_outside_budget,best_success_under_ssim_budget,family,joint_budget_eligible,n,outside_budget,outside_budget_eligible,pareto_auc_outside,pareto_auc_ssim_loss,ssim_budget_eligible,ssim_loss_budget,success_key,task
support_v3_fixed,0.11229240894317627,0.11229240894317627,0.11229240894317627,edit_strength,3,5,0.05474404042959213,3,0.11229240894317627,0.11226383426349645,3,0.13042038880797033,local_clip_target_minus_source,cat_crown
support_v3_controller_rmsgap,0.1195252537727356,0.1195252537727356,0.1195252537727356,edit_strength,4,5,0.05474404042959213,5,0.11633554382879709,0.11847794592590769,4,0.13042038880797033,local_clip_target_minus_source,cat_crown
support_v3_fixed,0.0999167263507843,0.0999167263507843,0.0999167263507843,support_perturb,3,5,0.046829238990942636,4,0.09813955514429912,0.09724178311011486,3,0.09843711702624298,local_clip_target_minus_source,dog_sunglasses
support_v3_controller_rmsgap,0.0967528223991394,0.0967528223991394,0.0967528223991394,support_perturb,3,5,0.046829238990942636,5,0.09581865076850916,0.09511664320971515,3,0.09843711702624298,local_clip_target_minus_source,dog_sunglasses
support_v3_fixed,0.06215107440948486,0.06215107440948486,0.06215107440948486,edit_strength,3,5,0.008799963777263959,5,0.062151074409484856,0.06215107440948486,3,0.13733742147725903,local_clip_target_minus_source,mug_heart
support_v3_controller_rmsgap,0.06422555446624756,0.06422555446624756,0.06422555446624756,edit_strength,3,5,0.008799963777263959,5,0.06422555446624756,0.06422555446624756,3,0.13733742147725903,local_clip_target_minus_source,mug_heart
support_v3_fixed,0.07080334424972534,0.07080334424972534,0.07080334424972534,support_perturb,3,5,0.008799963777263959,3,0.07080334424972534,0.07080334424972534,4,0.13733742147725903,local_clip_target_minus_source,mug_heart
support_v3_controller_rmsgap,0.07008674740791321,0.07008674740791321,0.07008674740791321,support_perturb,4,5,0.008799963777263959,4,0.07008674740791321,0.07008674740791321,4,0.13733742147725903,local_clip_target_minus_source,mug_heart
