task,method,seed,step,t,edit_rms_gap,directional_progress,preserve_drift,adaptive_edit_weight,adaptive_preserve_weight,projection_ratio,edit_deficit,edit_change_rms,edit_guidance_norm,rec_guidance_norm,preserve_clean_correction_norm
cat_crown,support_v3_controller_rmsgap,10,21.0,0.46487605571746826,0.49265748262405396,0.6676219701766968,0.1919829249382019,1.0,1.0299573123455048,0.007635087240487337,0.0,0.7064248919487,31.9143123626709,9.912888526916504,0.4955294728279114
cat_crown,support_v3_controller_rmsgap,10,22.0,0.40928882360458374,0.37505969405174255,0.7634398937225342,0.17175506055355072,1.0898806118965148,1.0,0.007522512227296829,0.04494030594825743,0.7112573981285095,27.523731231689453,9.196824073791504,0.0
cat_crown,support_v3_controller_rmsgap,10,23.0,0.34739264845848083,0.27052780985832214,0.8561668992042542,0.15069521963596344,1.2989443802833556,1.0,0.008695114403963089,0.14947219014167784,0.7190825343132019,23.450775146484375,9.325557708740234,0.0
cat_crown,support_v3_controller_rmsgap,10,24.0,0.2780488133430481,0.18945157527923584,0.919560432434082,0.12776634097099304,1.4610968494415282,1.0,0.005857002921402454,0.23054842472076414,0.7262001633644104,20.3393611907959,9.653074264526367,0.0
cat_crown,support_v3_controller_rmsgap,10,25.0,0.19982698559761047,0.1284295916557312,0.9640518426895142,0.1033536046743393,1.55,1.0,0.022868551313877106,0.2915704083442688,0.7322372198104858,19.35960578918457,10.595807075500488,0.0
cat_crown,support_v3_controller_rmsgap,10,26.0,0.1109057366847992,0.06900980323553085,0.9819761514663696,0.07707696408033371,1.55,1.0,0.03521266579627991,0.35099019676446913,0.7369749546051025,19.019689559936523,13.79339599609375,0.0
cat_crown,support_v3_controller_rmsgap,10,27.0,0.008928571827709675,0.0020544729195535183,1.0001778602600098,0.06709707528352737,1.55,1.0,0.0,0.41794552708044647,0.7484387159347534,7.045670986175537,0.0,0.0
cat_crown,support_v3_controller_progress,10,4.0,0.9453875422477722,3.1644232273101807,0.06463854759931564,0.5290415287017822,1.55,1.65,0.003833490889519453,0.5853614524006844,0.47630053758621216,94.17127990722656,48.03907012939453,19.6417179107666
cat_crown,support_v3_controller_progress,10,5.0,0.9298179745674133,2.5258188247680664,0.10534573346376419,0.513397753238678,1.55,1.65,0.00396377220749855,0.5446542665362358,0.5087793469429016,74.47187805175781,45.961814880371094,18.511837005615234
cat_crown,support_v3_controller_progress,10,6.0,0.9133490324020386,2.4600396156311035,0.07862090319395065,0.48836544156074524,1.55,1.65,0.002856276463717222,0.5713790968060494,0.5776531100273132,76.98072814941406,41.99668502807617,16.575565338134766
cat_crown,support_v3_controller_progress,10,7.0,0.8959003686904907,2.6740951538085938,0.06816396862268448,0.4587869942188263,1.55,1.65,0.0020124621223658323,0.5818360313773155,0.49029654264450073,84.70832824707031,37.4968147277832,14.354132652282715
cat_crown,support_v3_controller_progress,10,8.0,0.8773819208145142,2.8544604778289795,0.03162352740764618,0.42544540762901306,1.55,1.6136135190725327,0.0006468981737270951,0.6183764725923538,0.5842330455780029,96.26486206054688,32.2685661315918,11.96035385131836
cat_crown,support_v3_controller_progress,10,9.0,0.8576923608779907,1.871389389038086,0.1086743026971817,0.40616822242736816,1.55,1.5654205560684205,0.00406033918261528,0.5413256973028183,0.5918424129486084,55.8076057434082,29.497093200683594,10.763673782348633
cat_crown,support_v3_controller_progress,10,10.0,0.8367167115211487,1.6462920904159546,0.17201220989227295,0.3868439495563507,1.55,1.5171098738908768,0.005463751964271069,0.4779877901077271,0.6665844321250916,50.497642517089844,26.963228225708008,9.607949256896973
cat_crown,support_v3_controller_progress,10,11.0,0.8143247961997986,1.7983850240707397,0.14423665404319763,0.36997100710868835,1.55,1.474927517771721,0.005268733482807875,0.5057633459568024,0.730755627155304,60.282344818115234,24.969999313354492,8.668800354003906
cat_crown,support_v3_controller_progress,10,12.0,0.7903683185577393,2.2785141468048096,0.09342759102582932,0.3549683094024658,1.55,1.4374207735061646,0.0037743679713457823,0.5565724089741707,0.7417252659797668,85.21311950683594,23.315248489379883,7.889705181121826
cat_crown,support_v3_controller_progress,10,13.0,0.7646771669387817,1.9949936866760254,0.15085648000240326,0.34063997864723206,1.55,1.4015999466180802,0.01012392994016409,0.49914351999759676,0.7433757185935974,75.44818878173828,21.858272552490234,7.1826558113098145
cat_crown,support_v3_controller_progress,10,14.0,0.7370558977127075,1.3077932596206665,0.2913128435611725,0.32479313015937805,1.55,1.3619828253984452,0.008002648130059242,0.35868715643882754,0.801658570766449,47.192115783691406,20.377607345581055,6.399850845336914
cat_crown,support_v3_controller_progress,10,15.0,0.7072785496711731,1.0837161540985107,0.37912264466285706,0.30875396728515625,1.541754710674286,1.3218849182128907,0.010469413362443447,0.27087735533714297,0.8023838996887207,37.99610900878906,18.882627487182617,5.635551452636719
cat_crown,support_v3_controller_progress,10,16.0,0.6750823855400085,0.9804626107215881,0.42647188901901245,0.2908528745174408,1.4470562219619751,1.277132186293602,0.010263120755553246,0.22352811098098757,0.818392813205719,34.52058792114258,17.24482536315918,4.784975051879883
cat_crown,support_v3_controller_progress,10,17.0,0.6401602625846863,0.8234673738479614,0.5056203603744507,0.27246105670928955,1.2887592792510987,1.231152641773224,0.00905566941946745,0.14437963962554934,0.8343577980995178,34.090187072753906,15.691261291503906,3.938734531402588
cat_crown,support_v3_controller_progress,10,18.0,0.6021506190299988,0.6678215265274048,0.5989751815795898,0.25409209728240967,1.1020496368408204,1.1852302432060242,0.007867403328418732,0.05102481842041018,0.8480753302574158,31.69783592224121,14.273310661315918,3.125091791152954
cat_crown,support_v3_controller_progress,10,19.0,0.5606250166893005,0.5348570942878723,0.6927117109298706,0.23434197902679443,1.0,1.1358549475669861,0.010338916443288326,0.0,0.8584398627281189,27.374614715576172,12.797216415405273,2.2671005725860596
cat_crown,support_v3_controller_progress,10,20.0,0.5150721073150635,0.47162798047065735,0.7363072037696838,0.21485988795757294,1.0,1.0871497198939324,0.009180830791592598,0.0,0.8628710508346558,26.11784553527832,11.444375038146973,1.4489459991455078
cat_crown,support_v3_controller_progress,10,21.0,0.46487605571746826,0.37983718514442444,0.8269229531288147,0.19498160481452942,1.0,1.0374540120363236,0.010580727830529213,0.0,0.8654467463493347,22.77927589416504,10.171830177307129,0.6249021887779236
cat_crown,support_v3_controller_progress,10,22.0,0.40928882360458374,0.29266098141670227,0.8870958685874939,0.17425131797790527,1.0,1.0,0.010260211303830147,0.0,0.8686984777450562,19.674901962280273,9.235136032104492,0.0
cat_crown,support_v3_controller_progress,10,23.0,0.34739264845848083,0.23410585522651672,0.9276063442230225,0.15325447916984558,1.0,1.0,0.01755606196820736,0.0,0.8734849691390991,19.236454010009766,9.381088256835938,0.0
cat_crown,support_v3_controller_progress,10,24.0,0.2780488133430481,0.17574255168437958,0.9728947877883911,0.1305650770664215,1.0,1.0,0.015174784697592258,0.0,0.8746278882026672,18.289304733276367,9.696962356567383,0.0
cat_crown,support_v3_controller_progress,10,25.0,0.19982698559761047,0.11721038818359375,0.9853551983833313,0.10635215789079666,1.0,1.0,0.016773797571659088,0.0,0.8734722137451172,17.0865421295166,10.645098686218262,0.0
cat_crown,support_v3_controller_progress,10,26.0,0.1109057366847992,0.05721728876233101,0.9995537996292114,0.08069679886102676,1.0,1.0,0.0,0.0,0.873108983039856,15.305184364318848,13.872112274169922,0.0
cat_crown,support_v3_controller_progress,10,27.0,0.008928571827709675,0.0021546143107116222,1.0001318454742432,0.07102780044078827,1.0,1.0,0.0,0.0,0.871210515499115,7.401073932647705,0.0,0.0
dog_sunglasses,support_v3_controller_rmsgap,10,4.0,0.9453875422477722,4.124440670013428,0.035642631351947784,0.38016024231910706,1.0,1.5004006057977677,0.014092424884438515,0.0,0.4632236957550049,172.43325805664062,29.12256622314453,8.566366195678711
dog_sunglasses,support_v3_controller_rmsgap,10,5.0,0.9298179745674133,2.5466442108154297,0.11248158663511276,0.35370051860809326,1.0,1.4342512965202332,0.02782050520181656,0.0,0.4899718761444092,97.33472442626953,24.84943389892578,7.013296127319336
dog_sunglasses,support_v3_controller_rmsgap,10,6.0,0.9133490324020386,2.0489046573638916,0.134957954287529,0.3378000557422638,1.0,1.3945001393556595,0.025503916665911674,0.0,0.5023130774497986,75.88089752197266,22.66375160217285,6.185842037200928
dog_sunglasses,support_v3_controller_rmsgap,10,7.0,0.8959003686904907,2.1838817596435547,0.10495927929878235,0.32141226530075073,1.0,1.3535306632518769,0.013983055017888546,0.0,0.5058204531669617,95.73172760009766,20.33355712890625,5.372148513793945
dog_sunglasses,support_v3_controller_rmsgap,10,8.0,0.8773819208145142,2.026928424835205,0.10839616507291794,0.3043252229690552,1.0,1.310813057422638,0.012063821777701378,0.0,0.5131685733795166,90.00870513916016,17.988365173339844,4.562623500823975
dog_sunglasses,support_v3_controller_rmsgap,10,9.0,0.8576923608779907,2.40545654296875,0.08696586638689041,0.29148435592651367,1.0,1.2787108898162842,0.010637398809194565,0.0,0.5185903906822205,109.43122100830078,16.47917938232422,4.006793975830078
dog_sunglasses,support_v3_controller_rmsgap,10,10.0,0.8367167115211487,2.0897772312164307,0.11464152485132217,0.28220462799072266,1.0,1.2555115699768067,0.009373724460601807,0.0,0.5556573867797852,94.2370834350586,15.457610130310059,3.6403799057006836
dog_sunglasses,support_v3_controller_rmsgap,10,11.0,0.8143247961997986,1.2569705247879028,0.23409542441368103,0.2725314795970917,1.0,1.2313286989927292,0.01717781461775303,0.0,0.5960596203804016,53.2053108215332,14.487649917602539,3.2649765014648438
dog_sunglasses,support_v3_controller_rmsgap,10,12.0,0.7903683185577393,1.290350317955017,0.23114502429962158,0.2631666958332062,1.0,1.2079167395830155,0.01553362887352705,0.0,0.6191344261169434,53.80305862426758,13.677190780639648,2.915759801864624
dog_sunglasses,support_v3_controller_rmsgap,10,13.0,0.7646771669387817,1.4403951168060303,0.1747782826423645,0.2550920844078064,1.0,1.187730211019516,0.013845081441104412,0.0,0.6443973183631897,60.33709716796875,13.032672882080078,2.634843587875366
dog_sunglasses,support_v3_controller_rmsgap,10,14.0,0.7370558977127075,1.6456016302108765,0.12933728098869324,0.24804173409938812,1.0,1.1701043352484704,0.006321773864328861,0.0,0.6438254117965698,84.33476257324219,12.596388816833496,2.4071342945098877
dog_sunglasses,support_v3_controller_rmsgap,10,15.0,0.7072785496711731,1.330406665802002,0.19636170566082,0.24054864048957825,1.0,1.1513716012239457,0.011941100470721722,0.0,0.6428037881851196,63.971099853515625,12.152568817138672,2.1642980575561523
dog_sunglasses,support_v3_controller_rmsgap,10,16.0,0.6750823855400085,1.9135103225708008,0.10095340758562088,0.23363204300403595,1.0,1.13408010751009,0.006583400070667267,0.0,0.6459425687789917,111.08683776855469,11.82076358795166,1.9492088556289673
dog_sunglasses,support_v3_controller_rmsgap,10,17.0,0.6401602625846863,0.7875574827194214,0.44640135765075684,0.22685153782367706,1.0,1.1171288445591927,0.0011370418360456824,0.0,0.716662585735321,41.94618225097656,11.499652862548828,1.735366702079773
dog_sunglasses,support_v3_controller_rmsgap,10,18.0,0.6021506190299988,0.6654922366142273,0.5338186621665955,0.22311551868915558,1.0,1.107788796722889,0.010345391929149628,0.0,0.7066546082496643,38.43711471557617,11.626187324523926,1.6713451147079468
dog_sunglasses,support_v3_controller_rmsgap,10,19.0,0.5606250166893005,0.6145843267440796,0.5680864453315735,0.21692359447479248,1.0,1.0923089861869812,0.013888783752918243,0.0,0.6964845657348633,38.28207778930664,11.590567588806152,1.4941567182540894
dog_sunglasses,support_v3_controller_rmsgap,10,20.0,0.5150721073150635,0.5354036688804626,0.6311215758323669,0.20856355130672455,1.0,1.0714088782668114,0.013183020986616611,0.0,0.688612163066864,35.76579666137695,11.415214538574219,1.208156943321228
dog_sunglasses,support_v3_controller_rmsgap,10,21.0,0.46487605571746826,0.4423273205757141,0.7120919227600098,0.19765864312648773,1.0,1.0441466078162194,0.013980434276163578,0.0,0.6825631260871887,31.77754020690918,11.05659294128418,0.7827820777893066
dog_sunglasses,support_v3_controller_rmsgap,10,22.0,0.40928882360458374,0.35795801877975464,0.7855907678604126,0.18350274860858917,1.1240839624404906,1.008756871521473,0.012327534146606922,0.062041981220245346,0.6760877966880798,28.418659210205078,10.517263412475586,0.16318130493164062
dog_sunglasses,support_v3_controller_rmsgap,10,23.0,0.34739264845848083,0.2802034318447113,0.8404049277305603,0.16557954251766205,1.2795931363105773,1.0,0.013537098653614521,0.13979656815528868,0.6701796650886536,26.475257873535156,10.650971412658691,0.0
dog_sunglasses,support_v3_controller_rmsgap,10,24.0,0.2780488133430481,0.1979546695947647,0.9008045196533203,0.14508852362632751,1.4440906608104704,1.0,0.02114078216254711,0.22204533040523527,0.6669527888298035,23.849687576293945,11.32384204864502,0.0
dog_sunglasses,support_v3_controller_rmsgap,10,25.0,0.19982698559761047,0.13294394314289093,0.9457070827484131,0.12179522216320038,1.55,1.0,0.034320905804634094,0.28705605685710905,0.667275607585907,23.15169906616211,12.661770820617676,0.0
dog_sunglasses,support_v3_controller_rmsgap,10,26.0,0.1109057366847992,0.05755765363574028,0.9862654805183411,0.09693006426095963,1.55,1.0,0.032315827906131744,0.3624423463642597,0.6681743264198303,18.97915267944336,16.99639320373535,0.0
dog_sunglasses,support_v3_controller_rmsgap,10,27.0,0.008928571827709675,0.0015532091492787004,1.000605583190918,0.08718365430831909,1.55,1.0,0.0,0.4184467908507213,0.6726511120796204,6.951613426208496,0.0,0.0
dog_sunglasses,support_v3_controller_progress,10,4.0,0.9453875422477722,4.124440670013428,0.035642631351947784,0.38016024231910706,1.55,1.5004006057977677,0.014085792936384678,0.6143573686480522,0.4632236957550049,172.43325805664062,29.12256622314453,8.566366195678711
dog_sunglasses,support_v3_controller_progress,10,5.0,0.9298179745674133,2.1070852279663086,0.1405990570783615,0.35487255454063416,1.55,1.4371813863515854,0.02957025356590748,0.5094009429216385,0.5292887687683105,72.27401733398438,25.034286499023438,7.0728654861450195
dog_sunglasses,support_v3_controller_progress,10,6.0,0.9133490324020386,1.852569818496704,0.15288886427879333,0.3398226201534271,1.55,1.3995565503835679,0.024526484310626984,0.4971111357212067,0.536253035068512,68.21311950683594,22.9792537689209,6.293700218200684
dog_sunglasses,support_v3_controller_progress,10,7.0,0.8959003686904907,2.508817195892334,0.08234012126922607,0.3229796588420868,1.55,1.357449147105217,0.009176160208880901,0.567659878730774,0.5396320819854736,111.97511291503906,20.59320831298828,5.4503865242004395
dog_sunglasses,support_v3_controller_progress,10,8.0,0.8773819208145142,1.8971647024154663,0.1227278858423233,0.3052692711353302,1.55,1.3131731778383255,0.01004169974476099,0.5272721141576767,0.5601792335510254,82.01521301269531,18.084566116333008,4.603748321533203
dog_sunglasses,support_v3_controller_progress,10,9.0,0.8576923608779907,1.399440050125122,0.18093989789485931,0.29404422640800476,1.55,1.285110566020012,0.01512815896421671,0.4690601021051407,0.5838471055030823,56.3148078918457,16.735031127929688,4.126476287841797
dog_sunglasses,support_v3_controller_progress,10,10.0,0.8367167115211487,1.3306472301483154,0.21696658432483673,0.2845926582813263,1.55,1.2614816457033158,0.01847350224852562,0.4330334156751633,0.6045384407043457,51.97732162475586,15.710835456848145,3.749741792678833
dog_sunglasses,support_v3_controller_progress,10,11.0,0.8143247961997986,1.1433849334716797,0.28004568815231323,0.2749817669391632,1.55,1.237454417347908,0.014576440677046776,0.3699543118476868,0.6324465870857239,47.281227111816406,14.767084121704102,3.3755757808685303
dog_sunglasses,support_v3_controller_progress,10,12.0,0.7903683185577393,1.1768330335617065,0.27823805809020996,0.2654731571674347,1.55,1.2136828929185868,0.013565669767558575,0.37176194190979006,0.6684459447860718,48.394317626953125,13.92953872680664,3.0163257122039795
dog_sunglasses,support_v3_controller_progress,10,13.0,0.7646771669387817,1.2808527946472168,0.2512580454349518,0.2573416233062744,1.55,1.193354058265686,0.01420128345489502,0.39874195456504824,0.696783721446991,52.0540771484375,13.27657413482666,2.7308528423309326
dog_sunglasses,support_v3_controller_progress,10,14.0,0.7370558977127075,1.755843997001648,0.1324344426393509,0.2501218914985657,1.55,1.1753047287464142,0.0027197955641895533,0.5175655573606491,0.7147308588027954,90.45950317382812,12.808624267578125,2.4935710430145264
dog_sunglasses,support_v3_controller_progress,10,15.0,0.7072785496711731,0.9331255555152893,0.39377516508102417,0.24350488185882568,1.5124496698379517,1.1587622046470643,0.0,0.25622483491897585,0.7889188528060913,47.423587799072266,12.405077934265137,2.28031587600708
dog_sunglasses,support_v3_controller_progress,10,16.0,0.6750823855400085,0.8386871814727783,0.4423006772994995,0.23564209043979645,1.415398645401001,1.1391052260994912,0.0009175892337225378,0.2076993227005005,0.7646716833114624,43.394588470458984,11.972264289855957,2.0269410610198975
dog_sunglasses,support_v3_controller_progress,10,17.0,0.6401602625846863,0.7920305132865906,0.45892566442489624,0.22715990245342255,1.3821486711502076,1.1178997561335564,0.006046493072062731,0.19107433557510378,0.7381967902183533,41.11902618408203,11.541586875915527,1.74712073802948
dog_sunglasses,support_v3_controller_progress,10,18.0,0.6021506190299988,0.7375727891921997,0.4858488142490387,0.21915963292121887,1.3283023715019227,1.0978990823030472,0.009189479984343052,0.16415118575096133,0.7198494672775269,41.44890213012695,11.198765754699707,1.4877938032150269
dog_sunglasses,support_v3_controller_progress,10,19.0,0.5606250166893005,0.6544051766395569,0.5391911268234253,0.21419279277324677,1.2216177463531495,1.085481981933117,0.012419184669852257,0.11080887317657473,0.7029117941856384,39.38127899169922,11.243002891540527,1.363913893699646
dog_sunglasses,support_v3_controller_progress,10,20.0,0.5150721073150635,0.5581312775611877,0.6145687103271484,0.20614126324653625,1.0708625793457032,1.0653531581163407,0.01010786835104227,0.035431289672851585,0.6908977627754211,37.20090103149414,11.098240852355957,1.0913370847702026
dog_sunglasses,support_v3_controller_progress,10,21.0,0.46487605571746826,0.43959516286849976,0.713145911693573,0.19575713574886322,1.0,1.039392839372158,0.012213613837957382,0.0,0.6801084876060486,31.291427612304688,10.870519638061523,0.690933883190155
dog_sunglasses,support_v3_controller_progress,10,22.0,0.40928882360458374,0.37292030453681946,0.7763342261314392,0.18135976791381836,1.0,1.003399419784546,0.00859733298420906,0.0,0.673577070236206,30.062013626098633,10.230131149291992,0.06252741813659668
dog_sunglasses,support_v3_controller_progress,10,23.0,0.34739264845848083,0.3104444444179535,0.8207521438598633,0.16359704732894897,1.0,1.0,0.010141121223568916,0.0,0.6656982898712158,30.334428787231445,10.521870613098145,0.0
dog_sunglasses,support_v3_controller_progress,10,24.0,0.2780488133430481,0.2234274446964264,0.8766283392906189,0.14357395470142365,1.0,1.0,0.023429786786437035,0.0,0.6586501002311707,28.10628890991211,11.195311546325684,0.0
dog_sunglasses,support_v3_controller_progress,10,25.0,0.19982698559761047,0.13542193174362183,0.947368323802948,0.12037988752126694,1.0,1.0,0.02426406927406788,0.0,0.6576105952262878,24.202423095703125,12.49753475189209,0.0
dog_sunglasses,support_v3_controller_progress,10,26.0,0.1109057366847992,0.05995666980743408,0.9817590713500977,0.09547417610883713,1.0,1.0,0.03165509179234505,0.0,0.6564206480979919,19.89712142944336,16.75048828125,0.0
dog_sunglasses,support_v3_controller_progress,10,27.0,0.008928571827709675,0.0015639354242011905,1.000680923461914,0.08568383753299713,1.0,1.0,0.0,0.0,0.6602997779846191,6.967462062835693,0.0,0.0
mug_heart,support_v3_controller_rmsgap,10,4.0,0.9453875422477722,1.4745796918869019,0.05022485926747322,0.23037084937095642,1.0,1.4966688221693039,0.0054486836306750774,0.0,0.24454979598522186,49.016197204589844,26.783985137939453,2.652780532836914
mug_heart,support_v3_controller_rmsgap,10,5.0,0.9298179745674133,1.9765602350234985,0.04980730637907982,0.2196560949087143,1.0,1.4484524270892143,0.01079387217760086,0.0,0.24889656901359558,67.9767837524414,23.640527725219727,2.3211236000061035
mug_heart,support_v3_controller_rmsgap,10,6.0,0.9133490324020386,1.8519045114517212,0.07356121391057968,0.2124478816986084,1.0,1.4160154676437378,0.015002761036157608,0.0,0.2848265469074249,66.55003356933594,21.965709686279297,2.1178104877471924
mug_heart,support_v3_controller_rmsgap,10,7.0,0.8959003686904907,2.6659772396087646,0.0016859471797943115,0.2086537927389145,1.0,1.3989420673251152,0.0,0.0,0.32082051038742065,105.5828628540039,21.641298294067383,2.0312318801879883
mug_heart,support_v3_controller_rmsgap,10,8.0,0.8773819208145142,3.850411891937256,0.007159839849919081,0.20347440242767334,1.0,1.37563481092453,0.0,0.0,0.28691965341567993,161.0397491455078,20.7900390625,1.9058647155761719
mug_heart,support_v3_controller_rmsgap,10,9.0,0.8576923608779907,1.5200598239898682,0.12200447171926498,0.20132899284362793,1.0,1.3659804677963256,0.008280300535261631,0.0,0.5026999711990356,58.15831756591797,21.876432418823242,1.8730665445327759
mug_heart,support_v3_controller_rmsgap,10,10.0,0.8367167115211487,1.518368124961853,0.12470213323831558,0.19888395071029663,1.0,1.3549777781963348,0.0,0.0,0.5152479410171509,62.23712158203125,20.815597534179688,1.8388155698776245
mug_heart,support_v3_controller_rmsgap,10,11.0,0.8143247961997986,1.5137667655944824,0.13175389170646667,0.19586700201034546,1.0,1.3414015090465545,0.0,0.0,0.5325160622596741,64.20025634765625,20.66767692565918,1.7886345386505127
mug_heart,support_v3_controller_rmsgap,10,12.0,0.7903683185577393,1.0884101390838623,0.2245602011680603,0.19387228786945343,1.0,1.3324252954125404,0.0,0.0,0.5667198300361633,42.978546142578125,20.748674392700195,1.7739388942718506
mug_heart,support_v3_controller_rmsgap,10,13.0,0.7646771669387817,1.212308406829834,0.20263050496578217,0.19209663569927216,1.0,1.3244348606467247,0.0032023198436945677,0.0,0.5732831954956055,50.074737548828125,21.03275489807129,1.7728255987167358
mug_heart,support_v3_controller_rmsgap,10,14.0,0.7370558977127075,1.0523892641067505,0.2621360421180725,0.19077946245670319,1.0,1.3185075810551643,0.01168098021298647,0.0,0.5741161108016968,43.94230651855469,21.463424682617188,1.793190360069275
mug_heart,support_v3_controller_rmsgap,10,15.0,0.7072785496711731,0.7805719375610352,0.3670411705970764,0.18788014352321625,1.0,1.305460645854473,0.007202867418527603,0.0,0.5774887800216675,32.55825424194336,21.659317016601562,1.7640914916992188
mug_heart,support_v3_controller_rmsgap,10,16.0,0.6750823855400085,0.5583568215370178,0.5151438117027283,0.1833256483078003,1.0,1.2849654173851013,0.012610011734068394,0.0,0.5774182677268982,23.95136260986328,21.477975845336914,1.6817080974578857
mug_heart,support_v3_controller_rmsgap,10,17.0,0.6401602625846863,0.45586034655570984,0.6053826808929443,0.1761198788881302,1.0,1.2525394549965858,0.013899726793169975,0.0,0.5758287906646729,19.91275405883789,20.944110870361328,1.5090032815933228
mug_heart,support_v3_controller_rmsgap,10,18.0,0.6021506190299988,0.3370329737663269,0.732524037361145,0.16168364882469177,1.165934052467346,1.187576419711113,0.007334803231060505,0.08296702623367308,0.5718635320663452,14.807286262512207,18.64521026611328,1.0928356647491455
mug_heart,support_v3_controller_rmsgap,10,19.0,0.5606250166893005,0.23423554003238678,0.8374196887016296,0.14946967363357544,1.3715289199352263,1.1326135313510894,0.0065110526047647,0.1857644599676132,0.5679892897605896,11.903904914855957,17.047304153442383,0.7661896347999573
mug_heart,support_v3_controller_rmsgap,10,20.0,0.5150721073150635,0.17568209767341614,0.9067888855934143,0.13938286900520325,1.4886358046531676,1.0872229105234146,0.009363364428281784,0.24431790232658385,0.5645125508308411,9.476924896240234,15.691475868225098,0.5108515620231628
